Kingdom	Phylum	Class	Order	Family	Genus	Species	p-values	p-values (corrected)	Effect size	Note	Control: mean rel. freq. (%)	Control: std. dev. (%)	DSS: mean rel. freq. (%)	DSS: std. dev. (%)	RCE: mean rel. freq. (%)	RCE: std. dev. (%)	RCE_plus_DSS: mean rel. freq. (%)	RCE_plus_DSS: std. dev. (%)	Control_327	Control_327: parent seq. count	Control_327: rel. freq. (%)	Control_328	Control_328: parent seq. count	Control_328: rel. freq. (%)	Control_330	Control_330: parent seq. count	Control_330: rel. freq. (%)	DSS_334	DSS_334: parent seq. count	DSS_334: rel. freq. (%)	DSS_339	DSS_339: parent seq. count	DSS_339: rel. freq. (%)	DSS_treatedp	DSS_treatedp: parent seq. count	DSS_treatedp: rel. freq. (%)	RCE_318	RCE_318: parent seq. count	RCE_318: rel. freq. (%)	RCE_319	RCE_319: parent seq. count	RCE_319: rel. freq. (%)	RCE_322	RCE_322: parent seq. count	RCE_322: rel. freq. (%)	RCE_plus_DSS_301	RCE_plus_DSS_301: parent seq. count	RCE_plus_DSS_301: rel. freq. (%)	RCE_plus_DSS_305	RCE_plus_DSS_305: parent seq. count	RCE_plus_DSS_305: rel. freq. (%)	RCE_plus_DSS_313	RCE_plus_DSS_313: parent seq. count	RCE_plus_DSS_313: rel. freq. (%)
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__(Prevotellaceae)	s__(Prevotellaceae)	0.157893995	0.157893995	0.459397224		0.882273609	0.304915648	1.341567432	0.208116134	0.624131488	0.062348901	0.767635104	0.446929583	90726	19438122	0.466742621	231283	19438110	1.189843045	192483	19438110	0.990235162	289084	19438101	1.487202891	289676	19438115	1.490247383	203566	19438110	1.047252022	110790	19438098	0.569963172	138296	19438102	0.71146864	114872	19438115	0.590962653	190890	19438095	0.982040678	28285	19438108	0.145513133	228466	19438100	1.1753515
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Anaeroplasmatales	f__Anaeroplasmataceae	g__Anaeroplasma	s__Anaeroplasma bactoclasticum	0.158942086	0.158942086	0.458405139		0	0	0.049895125	0.03727042	0.041380926	0.058521467	0.204205434	0.153719007	0	19438122	0	0	19438110	0	0	19438110	0	17408	19438101	0.089556073	0	19438115	0	11688	19438110	0.060129303	0	19438098	0	24131	19438102	0.124142779	0	19438115	0	11018	19438095	0.056682509	80911	19438108	0.416249359	27152	19438100	0.139684434
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__(Bacteroidales)	g__(Bacteroidales)	s__(Bacteroidales)	0.159534696	0.159534696	0.457846128		13.61082384	4.682454636	19.6000161	3.4412745	22.66783947	4.492419268	14.35477739	3.536336986	2055316	19438122	10.57363463	3931448	19438110	20.22546431	1950298	19438110	10.03337259	4523519	19438101	23.27140393	3990830	19438115	20.53095169	2915268	19438110	14.99769268	4459168	19438098	22.94035147	3311199	19438102	17.03457982	5448229	19438115	28.02858713	2872238	19438095	14.77633482	1910436	19438108	9.82830222	3588214	19438100	18.45969513
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__(Prevotella)	0.162410492	0.162410492	0.455152879		3.651352518	1.224761868	4.962228235	0.700493041	2.190371272	0.232284221	2.901809898	1.731399722	394069	19438122	2.027299757	968955	19438110	4.984821055	766238	19438110	3.941936742	952253	19438101	4.898899332	1137142	19438115	5.850063136	804295	19438110	4.137722237	382009	19438098	1.965259152	487919	19438102	2.510116471	407372	19438115	2.095738193	675356	19438095	3.474393967	107646	19438108	0.553788465	909168	19438100	4.677247262
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__(Lachnospiraceae)	s__(Lachnospiraceae)	0.164047896	0.164047896	0.453633591		3.24008918	1.912504014	0.936017047	0.204476601	1.703242197	0.492259738	3.068128789	0.695519751	1139632	19438122	5.862870909	263702	19438110	1.356623664	486103	19438110	2.500772966	220623	19438101	1.135002848	127283	19438115	0.654811436	197926	19438110	1.018236855	250907	19438098	1.29080016	465573	19438102	2.395156688	276754	19438115	1.423769743	565547	19438095	2.909477498	775218	19438108	3.988135059	448393	19438100	2.30677381
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__(Mycoplasmataceae)	s__(Mycoplasmataceae)	0.164733099	0.164733099	0.453000814		0	0	0.000915727	0.000844215	0	0	7.37E-05	0.000104282	0	19438122	0	0	19438110	0	0	19438110	0	67	19438101	0.000344684	410	19438115	0.002109258	57	19438110	0.000293238	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	43	19438100	0.000221215
k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter typhlonius	0.175649168	0.175649168	0.443147608		0.53369036	0.132429099	0.202133888	0.085234699	0.335898707	0.139692694	0.360643902	0.160065501	68209	19438122	0.350903241	128371	19438110	0.660408857	114638	19438110	0.589758984	58042	19438101	0.298599128	17748	19438115	0.09130515	42083	19438110	0.216497386	93778	19438098	0.482444321	73352	19438102	0.377361946	28747	19438115	0.147889855	53259	19438095	0.273992899	113728	19438108	0.585077519	43320	19438100	0.222861288
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	g__Eubacterium	s__Eubacterium sp. CAG:115	0.178242929	0.178242929	0.440866383		0	0	0.033610949	0.047533061	0.020163148	0.028514998	0.068662403	0.010103804	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	19600	19438110	0.100832848	0	19438098	0	11758	19438102	0.060489445	0	19438115	0	15523	19438095	0.079858649	10764	19438108	0.05537576	13753	19438100	0.0707528
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__(Bacteroidaceae)	s__(Bacteroidaceae)	0.178449806	0.178449806	0.440685381		0.113562122	0.046467224	0.183267143	0.025455046	0.184104014	0.03930823	0.128896341	0.027353675	15300	19438122	0.078711308	34840	19438110	0.179235533	16083	19438110	0.082739526	36475	19438101	0.187646931	41213	19438115	0.212021587	29183	19438110	0.150132909	37115	19438098	0.190939463	25835	19438102	0.132909067	44409	19438115	0.228463511	25606	19438095	0.131731016	18285	19438108	0.094067797	31274	19438100	0.16089021
k__Bacteria	p__Chlamydiae	c__Chlamydiia	o__Chlamydiales	f__Chlamydiaceae	g__Chlamydia	s__Chlamydia abortus	0.182112346	0.182112346	0.437503582		1.761287336	0.744485253	2.197581427	1.758354912	0.436872156	0.26192191	0.183004875	0.180656593	147158	19438122	0.757058732	493207	19438110	2.537319729	386718	19438110	1.989483545	0	19438101	0	444852	19438115	2.288555243	836653	19438110	4.304189039	37122	19438098	0.190975475	155452	19438102	0.799728286	62185	19438115	0.319912708	83370	19438095	0.428900054	23348	19438108	0.120114571	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella sp. CAG:873	0.184870541	0.184870541	0.435135143		0.203567418	0.067789872	0.222238702	0.090344419	0.402348853	0.13525359	0.220000924	0.057391142	38607	19438122	0.198614866	56168	19438110	0.288958134	23934	19438110	0.123129255	53414	19438101	0.274790217	57696	19438115	0.296818905	18487	19438110	0.095106983	76632	19438098	0.394236103	46827	19438102	0.24090315	111168	19438115	0.571907307	41783	19438095	0.214954192	29618	19438108	0.152370797	56891	19438100	0.292677782
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella sp. CAG:279	0.186363185	0.186363185	0.433863102		0.061096461	0.048264505	0.052182719	0.036910115	0.129992081	0.049162623	0.027135711	0.038375691	12691	19438122	0.065289229	22937	19438110	0.118000155	0	19438110	0	14997	19438101	0.077152598	15433	19438115	0.079395559	0	19438110	0	23924	19438098	0.123077886	14294	19438102	0.073535986	37586	19438115	0.193362371	0	19438095	0	0	19438108	0	15824	19438100	0.081407133
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__(Clostridiales bacterium)	g__(Clostridiales bacterium)	s__Clostridiales bacterium	0.190174441	0.190174441	0.430645183		0.095540817	0.01647476	0.049559004	0.036442757	0.121788281	0.020639159	0.139502637	0.063575489	20591	19438122	0.105931015	14051	19438110	0.072285834	21072	19438110	0.108405601	12069	19438101	0.062089399	16831	19438115	0.086587614	0	19438110	0	21774	19438098	0.112017133	29253	19438102	0.150493088	19993	19438115	0.102854624	16952	19438095	0.087210192	44511	19438108	0.228988336	19887	19438100	0.102309382
k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter japonicus	0.191077907	0.191077907	0.42988858		0.187790868	0.059980218	0.055687871	0.040836901	0.090061958	0.064954768	0.117245665	0.054873721	22004	19438122	0.113200236	50552	19438110	0.260066437	36953	19438110	0.190105931	18813	19438101	0.096784146	0	19438115	0	13661	19438110	0.070279466	29304	19438098	0.150755491	23215	19438102	0.119430385	0	19438115	0	17127	19438095	0.088110486	37730	19438108	0.194103253	13514	19438100	0.069523256
k__Bacteria	p__Chlamydiae	c__Chlamydiia	o__Chlamydiales	f__Chlamydiaceae	g__Chlamydia	s__(Chlamydia)	0.194113582	0.194113582	0.427363394		0.220050515	0.062340854	0.252298168	0.199191685	0.073686884	0.035674052	0.035212636	0.033191296	26623	19438122	0.13696282	55812	19438110	0.287126681	45886	19438110	0.236062045	0	19438101	0	52470	19438115	0.269933582	94656	19438110	0.486960924	8512	19438098	0.043790293	24070	19438102	0.123828962	10388	19438115	0.053441396	15492	19438095	0.079699168	5042	19438108	0.025938738	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__(Porphyromonadaceae)	s__(Porphyromonadaceae)	0.201349671	0.201349671	0.421446428		0.26683317	0.086248988	0.338933892	0.091300146	0.45545075	0.092432235	0.308282871	0.051767691	39644	19438122	0.203949744	75573	19438110	0.388787799	40385	19438110	0.207761969	90979	19438101	0.468044692	53106	19438115	0.273205504	53562	19438110	0.275551481	88275	19438098	0.454133938	66655	19438102	0.342908994	110663	19438115	0.569309318	67131	19438095	0.345357917	45694	19438108	0.235074319	66948	19438100	0.344416378
k__Bacteria	p__Candidatus Melainabacteria	c__(Candidatus Melainabacteria)	o__(Candidatus Melainabacteria)	f__(Candidatus Melainabacteria)	g__(Candidatus Melainabacteria)	s__(Candidatus Melainabacteria)	0.203339559	0.203339559	0.419843641		0	0	0.020286609	0.028689597	0	0	0.043927482	0.031425174	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	0	19438115	0	11830	19438110	0.060859826	0	19438098	0	0	19438102	0	0	19438115	0	13943	19438095	0.07173028	0	19438108	0	11673	19438100	0.060052166
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma sp. CAG:776	0.206794073	0.206794073	0.417085175		0	0	0.145271376	0.138110804	0	0	0.024417681	0.034531816	0	19438122	0	0	19438110	0	0	19438110	0	64335	19438101	0.330973689	0	19438115	0	20379	19438110	0.10484044	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	14239	19438100	0.073253044
k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__(Flavobacteriia)	f__(Flavobacteriia)	g__(Flavobacteriia)	s__(Flavobacteriia)	0.21458867	0.21458867	0.410968948		0.001063204	0.000944218	0.001339294	0.000226373	0.002169279	0.000467074	0.000807692	0.000583536	0	19438122	0	446	19438110	0.002294462	174	19438110	0.000895149	321	19438101	0.001651396	242	19438115	0.001244977	218	19438110	0.001121508	436	19438098	0.002243018	304	19438102	0.001563939	525	19438115	0.002700879	207	19438095	0.001064919	0	19438108	0	264	19438100	0.001358157
k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter sp. MIT 03-1616	0.215343668	0.215343668	0.410384193		0.115913173	0.026289562	0.02192601	0.031008061	0.062735899	0.045396354	0.062329468	0.051875288	15466	19438122	0.0795653	27380	19438110	0.140857316	24748	19438110	0.127316905	12786	19438101	0.06577803	0	19438115	0	0	19438110	0	20587	19438098	0.105910568	15997	19438102	0.08229713	0	19438115	0	11660	19438095	0.059985302	24687	19438108	0.127003101	0	19438100	0
k__Bacteria	p__Chlamydiae	c__Chlamydiia	o__(Chlamydiia)	f__(Chlamydiia)	g__(Chlamydiia)	s__(Chlamydiia)	0.215701634	0.215701634	0.410107406		0.000185203	8.89E-05	5.14E-05	3.73E-05	0.000517883	0.000410582	0.000118324	8.49E-05	28	19438122	0.000144047	20	19438110	0.000102891	60	19438110	0.000308672	0	19438101	0	13	19438115	6.69E-05	17	19438110	8.75E-05	54	19438098	0.000277805	35	19438102	0.000180059	213	19438115	0.001095785	31	19438095	0.000159481	38	19438108	0.000195492	0	19438100	0
k__Bacteria	p__Tenericutes	c__Mollicutes	o__Anaeroplasmatales	f__Anaeroplasmataceae	g__Anaeroplasma	s__(Anaeroplasma)	0.218337171	0.218337171	0.408078603		0	0	2.74E-05	2.11E-05	2.92E-05	4.12E-05	0.000123469	0.000102633	0	19438122	0	0	19438110	0	0	19438110	0	10	19438101	5.14E-05	0	19438115	0	6	19438110	3.09E-05	0	19438098	0	17	19438102	8.75E-05	0	19438115	0	7	19438095	3.60E-05	52	19438108	0.000267516	13	19438100	6.69E-05
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__(Lachnospiraceae bacterium 3-1)	s__Lachnospiraceae bacterium 3-1	0.224576996	0.224576996	0.403337231		0.087403872	0.063082612	0	0	0.022224392	0.031430037	0.049087438	0.036232937	28493	19438122	0.146583091	0	19438110	0	22476	19438110	0.115628526	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	12960	19438102	0.066673176	0	19438115	0	11838	19438095	0.06090103	16787	19438108	0.086361286	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides caecimuris	0.225562708	0.225562708	0.40259599		0.116211551	0.030377546	0.416792891	0.286809121	0.15152712	0.022850639	0.162289506	0.03518189	20152	19438122	0.103672567	30725	19438110	0.158065779	16891	19438110	0.086896308	48936	19438101	0.251752988	159429	19438115	0.820187554	34685	19438110	0.17843813	35313	19438098	0.181669009	24563	19438102	0.126365218	28486	19438115	0.146547132	23717	19438095	0.122012985	40378	19438108	0.207725978	30543	19438100	0.157129555
k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__(Flavobacteriaceae)	s__(Flavobacteriaceae)	0.229622472	0.229622472	0.399564764		0.051681979	0.039956235	0.091476664	0.009015941	0.104682694	0.02385703	0.049864276	0.035348728	0	19438122	0	18915	19438110	0.097308843	11223	19438110	0.057737095	18525	19438101	0.09530252	19457	19438115	0.100097154	15362	19438110	0.079030317	20384	19438098	0.104866227	14651	19438102	0.075372585	26010	19438115	0.133809271	13941	19438095	0.071719991	0	19438108	0	15137	19438100	0.077872837
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__(Lachnospiraceae bacterium A4)	s__Lachnospiraceae bacterium A4	0.233053054	0.233053054	0.397029884		2.283355399	1.93421205	0.165153264	0.072808464	0.940186	0.393160311	1.865562794	0.452429557	967667	19438122	4.978191823	102933	19438110	0.529542224	260924	19438110	1.342332151	50415	19438101	0.259361756	15951	19438115	0.082060426	29942	19438110	0.15403761	129368	19438098	0.665538367	290830	19438102	1.496185173	128065	19438115	0.65883446	324459	19438095	1.669191348	484226	19438108	2.491116934	279205	19438100	1.436380099
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp. ASF356	0.246362111	0.246362111	0.38741415		0.185288875	0.131104664	0.062619274	0.047574083	0	0	0.066848114	0.09453751	55153	19438122	0.283736258	0	19438110	0	52897	19438110	0.272130367	22400	19438101	0.115237594	0	19438115	0	14116	19438110	0.072620229	0	19438098	0	0	19438102	0	0	19438115	0	38982	19438095	0.200544343	0	19438108	0	0	19438100	0
k__Bacteria	p__Actinobacteria <phylum>	c__Actinobacteria	o__Bifidobacteriales	f__(Bifidobacteriales)	g__(Bifidobacteriales)	s__(Bifidobacteriales)	0.24736429	0.24736429	0.386703526		0.000200637	6.19E-05	0.000200637	0.000172834	0.000351543	8.85E-05	0.000108035	8.26E-05	48	19438122	0.000246937	47	19438110	0.000241793	22	19438110	0.00011318	0	19438101	0	35	19438115	0.000180059	82	19438110	0.000421852	80	19438098	0.000411563	44	19438102	0.00022636	81	19438115	0.000416707	24	19438095	0.000123469	0	19438108	0	39	19438100	0.000200637
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp. ASF502	0.249970509	0.249970509	0.384863964		0.090173342	0.067727396	0.026945349	0.038106479	0.026581813	0.037592361	0.105049694	0.02733741	31728	19438122	0.163225645	0	19438110	0	20856	19438110	0.107294382	0	19438101	0	0	19438115	0	15713	19438110	0.080836048	0	19438098	0	15501	19438102	0.07974544	0	19438115	0	19512	19438095	0.100380207	27334	19438108	0.140620682	14413	19438100	0.074148193
k__Bacteria	p__Spirochaetes	c__Spirochaetia	o__Brachyspirales	f__Brachyspiraceae	g__Brachyspira	s__(Brachyspira)	0.254443121	0.254443121	0.381734944		0.46717322	0.072748267	0.323532911	0.220996706	0.19349798	0.101538797	0.393790184	0.038833406	108636	19438122	0.558881151	74047	19438110	0.380937241	89746	19438110	0.461701266	123519	19438101	0.635447876	29257	19438115	0.150513566	35890	19438110	0.184637292	60684	19438098	0.312191038	39682	19438102	0.204145446	12471	19438115	0.064157456	71478	19438095	0.36772122	70942	19438108	0.364963504	87216	19438100	0.448685828
k__Bacteria	p__Actinobacteria <phylum>	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium pseudolongum	0.266981925	0.266981925	0.373142344		0.082276489	0.059302922	0.07221895	0.063095103	0.148287771	0.054405878	0.029389018	0.041562348	26726	19438122	0.137492706	21253	19438110	0.109336762	0	19438110	0	0	19438101	0	12235	19438115	0.062943346	29879	19438110	0.153713504	38027	19438098	0.19563128	14013	19438102	0.072090372	34433	19438115	0.177141662	0	19438095	0	0	19438108	0	17138	19438100	0.088167053
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes timonensis	0.279797967	0.279797967	0.364615024		0	0	0.059035222	0.048626109	0	0	0.0302533	0.042784627	0	19438122	0	0	19438110	0	0	19438110	0	0	19438101	0	23150	19438115	0.11909591	11276	19438110	0.058009755	0	19438098	0	0	19438102	0	0	19438115	0	0	19438095	0	0	19438108	0	17642	19438100	0.090759899
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Lachnoclostridium	s__[Clostridium] clostridioforme	0.30898762	0.30898762	0.346047839		0.061893854	0.046850659	0	0	0.021025715	0.029734852	0.052366222	0.039129622	22027	19438122	0.11331856	0	19438110	0	14066	19438110	0.072363002	0	19438101	0	0	19438115	0	0	19438110	0	0	19438098	0	12261	19438102	0.063077146	0	19438115	0	12257	19438095	0.063056591	18280	19438108	0.094042074	0	19438100	0
k__Bacteria	p__Actinobacteria <phylum>	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__(Bifidobacteriaceae)	s__(Bifidobacteriaceae)	0.320849372	0.320849372	0.33880559		0.005207981	0.001263644	0.003510286	0.003036746	0.006837086	0.001619327	0.002903233	0.002231908	1321	19438122	0.006795924	996	19438110	0.005123955	720	19438110	0.003704064	0	19438101	0	607	19438115	0.003122731	1440	19438110	0.007408128	1602	19438098	0.008241547	888	19438102	0.004568347	1497	19438115	0.007701364	638	19438095	0.003282215	0	19438108	0	1055	19438100	0.005427485
k__Bacteria	p__Deferribacteres <phylum>	c__Deferribacteres	o__Deferribacterales	f__Deferribacteraceae	g__(Deferribacteraceae)	s__(Deferribacteraceae)	0.324975413	0.324975413	0.336323804		0.013133992	0.009688846	0.007763101	0.002316073	0.015903474	0.009320128	0.023976966	0.009189747	1106	19438122	0.00568985	1340	19438110	0.006893674	5213	19438110	0.026818451	1574	19438101	0.008097499	928	19438115	0.004774125	2025	19438110	0.010417679	3853	19438098	0.019821898	4829	19438102	0.02484296	592	19438115	0.003045563	6600	19438095	0.033953945	5093	19438108	0.02620111	2289	19438100	0.011775842
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides uniformis	0.325526542	0.325526542	0.335993718		0.253699172	0.076852244	0.228364146	0.092253214	0.334149488	0.104296251	0.176735375	0.015327061	44761	19438122	0.230274303	69457	19438110	0.357323834	33725	19438110	0.173499378	68399	19438101	0.351881081	39457	19438115	0.20298779	25313	19438110	0.130223566	67593	19438098	0.347734639	38908	19438102	0.200163576	88356	19438115	0.454550248	36862	19438095	0.189637925	30168	19438108	0.15520029	36032	19438100	0.185367911
k__Bacteria	p__Chlamydiae	c__(Chlamydiae)	o__(Chlamydiae)	f__(Chlamydiae)	g__(Chlamydiae)	s__(Chlamydiae)	0.326156949	0.326156949	0.335616554		3.43E-05	2.11E-05	1.37E-05	1.06E-05	6.69E-05	4.01E-05	3.60E-05	2.62E-05	6	19438122	3.09E-05	2	19438110	1.03E-05	12	19438110	6.17E-05	0	19438101	0	5	19438115	2.57E-05	3	19438110	1.54E-05	14	19438098	7.20E-05	22	19438102	0.00011318	3	19438115	1.54E-05	9	19438095	4.63E-05	12	19438108	6.17E-05	0	19438100	0
k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__(Helicobacter)	0.32873214	0.32873214	0.3340803		4.085113746	1.408592496	1.733802301	0.725392642	2.29630271	0.901836118	2.96381793	1.669183125	469024	19438122	2.412907996	1138833	19438110	5.858764047	774350	19438110	3.983669194	524921	19438101	2.700474702	185257	19438115	0.953060521	300877	19438110	1.547871681	632079	19438098	3.251753335	495714	19438102	2.550218123	211280	19438115	1.086936671	402758	19438095	2.072003455	1030714	19438108	5.30254282	294858	19438100	1.516907517
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__(Parabacteroides)	0.329090171	0.329090171	0.333867275		0.256861355	0.13782031	0.488130502	0.103311721	0.57101755	0.188762432	0.532644686	0.231721751	34924	19438122	0.179667563	87559	19438110	0.450450172	27304	19438110	0.140466331	120528	19438101	0.620060571	92629	19438115	0.476532833	71493	19438110	0.367798104	116490	19438098	0.599287029	63562	19438102	0.326996947	152933	19438115	0.786768676	143033	19438095	0.735838569	40507	19438108	0.208389623	127068	19438100	0.653705866
k__Bacteria	p__Deferribacteres <phylum>	c__Deferribacteres	o__Deferribacterales	f__Deferribacteraceae	g__Mucispirillum	s__Mucispirillum schaedleri	0.338220661	0.338220661	0.32848003		0.814501274	0.625086759	0.495337992	0.161240061	1.047099876	0.61654559	1.542679878	0.628953787	63131	19438122	0.324779318	82029	19438110	0.422000904	329811	19438110	1.696723601	98488	19438101	0.506675009	56844	19438115	0.292435763	133521	19438110	0.686903202	251892	19438098	1.295867528	320037	19438102	1.646441612	38680	19438115	0.198990489	428657	19438095	2.20524182	335373	19438108	1.725337672	135573	19438100	0.697460143
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__(Enterobacteriaceae)	s__(Enterobacteriaceae)	0.339706177	0.339706177	0.327611609		0.021809389	0.026232635	0.573587896	0.691517897	0.012389754	0.001781757	0.013422094	0.003423351	1307	19438122	0.006723901	0	19438110	0	11411	19438110	0.058704267	33904	19438101	0.17442033	300580	19438115	1.546343357	0	19438110	0	2874	19438098	0.014785397	2044	19438102	0.01051543	2307	19438115	0.011868435	3490	19438095	0.017954434	1882	19438108	0.009682012	2455	19438100	0.012629835
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Barnesiella	s__(Barnesiella)	0.34112429	0.34112429	0.326784651		0.064011695	0.048884754	0.061753265	0.043960225	0.108704004	0.033399756	0.027137426	0.038378116	14268	19438122	0.073402153	23060	19438110	0.118632933	0	19438110	0	16797	19438101	0.086412762	19214	19438115	0.098847033	0	19438110	0	22207	19438098	0.114244717	12695	19438102	0.065309874	28488	19438115	0.146557421	0	19438095	0	0	19438108	0	15825	19438100	0.081412278
k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__(Flavobacteriales)	g__(Flavobacteriales)	s__(Flavobacteriales)	0.35516297	0.35516297	0.318703343		0.003463986	0.002746909	0.00639294	0.000822497	0.006862808	0.001534742	0.003973297	0.002833484	0	19438122	0	1306	19438110	0.00671876	714	19438110	0.003673197	1388	19438101	0.007140615	1320	19438115	0.006790782	1020	19438110	0.005247424	1211	19438098	0.006230033	1046	19438102	0.005381184	1745	19438115	0.008977208	1071	19438095	0.005509799	0	19438108	0	1246	19438100	0.006410092
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__(Peptostreptococcaceae)	s__(Peptostreptococcaceae)	0.358301365	0.358301365	0.316921988		0.020089389	0.028410687	0.037723158	0.030728979	0	0	0.048986265	0.03480935	11715	19438122	0.060268168	0	19438110	0	0	19438110	0	14631	19438101	0.075269698	0	19438115	0	7367	19438110	0.037899775	0	19438098	0	0	19438102	0	0	19438115	0	13463	19438095	0.069260902	15103	19438108	0.077697891	0	19438100	0
k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__(Bacteroidales bacterium 43_36)	g__(Bacteroidales bacterium 43_36)	s__Bacteroidales bacterium 43_36	0.387444584	0.387444584	0.300785463		0.137513339	0.038800083	0.085900024	0.121480978	0.203179924	0.109504856	0.053072737	0.040720203	28857	19438122	0.1484557	34718	19438110	0.1786079	16615	19438110	0.085476417	50092	19438101	0.257700071	0	19438115	0	0	19438110	0	36763	19438098	0.189128587	14898	19438102	0.076643285	66822	19438115	0.343767901	11712	19438095	0.060252818	19237	19438108	0.098965393	0	19438100	0
k__Bacteria	p__Actinobacteria <phylum>	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__(Bifidobacterium)	0.387793881	0.387793881	0.300596243		0.057028852	0.006539789	0.0334669	0.028665014	0.06888703	0.020729842	0.036479908	0.026497283	11705	19438122	0.060216723	9314	19438110	0.047916181	12237	19438110	0.062953651	0	19438101	0	5907	19438115	0.030388749	13609	19438110	0.070011951	17111	19438098	0.08802816	7792	19438102	0.040086218	15268	19438115	0.078546711	12079	19438095	0.062140863	0	19438108	0	9194	19438100	0.047298862
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__(Rhodospirillaceae)	s__(Rhodospirillaceae)	0.40237166	0.40237166	0.292780991		0	0	0.001821165	0.001287785	0	0	0.00172342	0.002437284	0	19438122	0	0	19438110	0	0	19438110	0	533	19438101	0.002742037	529	19438115	0.002721457	0	19438110	0	0	19438098	0	0	19438102	0	0	19438115	0	1005	19438095	0.00517026	0	19438108	0	0	19438100	0
