# Pathway	RCE_322_Abundance
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	7.4935011255
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	1778.4661076584
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	1159.0736348595
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Helicobacter.s__Helicobacter_typhlonius	173.7404933586
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	53.9997478371
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	34.9062724871
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Mucispirillum.s__Mucispirillum_schaedleri	15.1030024375
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	13.7635908833
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	1777.8400096776
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|unclassified	1142.1078059989
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	1773.3758129689
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	1231.9470628269
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Helicobacter.s__Helicobacter_typhlonius	140.2312301130
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	50.4800912779
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	22.4106349037
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	1772.6138868482
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|unclassified	1230.4086276705
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Helicobacter.s__Helicobacter_typhlonius	139.5286492777
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	50.1543489684
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	22.5120194276
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	1733.1804578663
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified	921.6256754221
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	51.4062980676
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	41.8496998851
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Parabacteroides.s__Parabacteroides_distasonis	39.1718953486
PWY-4242: pantothenate and coenzyme A biosynthesis III	1725.8877199912
PWY-4242: pantothenate and coenzyme A biosynthesis III|unclassified	685.0115565761
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Muribaculum.s__Muribaculum_intestinale	241.8338007225
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Prevotella.s__Prevotella_sp_MGM2	201.0662987314
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	145.8343535058
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Prevotella.s__Prevotella_sp_MGM1	64.0703930343
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	49.9770204597
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	34.5684326424
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	9.3635872769
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Bacteroides.s__Bacteroides_sartorii	7.3866514637
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	5.4039388047
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	1696.7556330317
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|unclassified	733.8070519680
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Muribaculum.s__Muribaculum_intestinale	277.9431569507
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Helicobacter.s__Helicobacter_typhlonius	149.5338549237
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	63.6461860655
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Parabacteroides.s__Parabacteroides_distasonis	31.0819278078
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_uniformis	6.8314968750
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	4.5374068752
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	1654.2001674625
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|unclassified	1055.7499111385
PWY-6151: S-adenosyl-L-methionine cycle I	1653.4396943353
PWY-6151: S-adenosyl-L-methionine cycle I|unclassified	779.9745749965
PWY-6151: S-adenosyl-L-methionine cycle I|g__Muribaculum.s__Muribaculum_intestinale	264.2051479277
PWY-6151: S-adenosyl-L-methionine cycle I|g__Helicobacter.s__Helicobacter_typhlonius	144.8185357600
PWY-6151: S-adenosyl-L-methionine cycle I|g__Prevotella.s__Prevotella_sp_MGM1	72.4468211263
PWY-6151: S-adenosyl-L-methionine cycle I|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	64.7056817350
PWY-6151: S-adenosyl-L-methionine cycle I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	57.6235818716
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	32.4115295133
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_uniformis	14.5143132343
PWY-6151: S-adenosyl-L-methionine cycle I|g__Lactobacillus.s__Lactobacillus_johnsonii	10.7881380524
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	9.6513686745
PWY-6151: S-adenosyl-L-methionine cycle I|g__Helicobacter.s__Helicobacter_hepaticus	7.7863494154
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	1644.0949963885
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	970.7686685718
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	184.5312986031
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	27.9536320085
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	5.4028899394
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	5.1283438863
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	5.0673937804
PWY0-1319: CDP-diacylglycerol biosynthesis II	1636.0056632763
PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified	908.6099813634
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	115.7754484681
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	48.3059512332
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis	28.5772630049
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Mucispirillum.s__Mucispirillum_schaedleri	19.3352586066
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_sartorii	8.6418406266
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	4.0533713153
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	2.2513822728
PWY-5667: CDP-diacylglycerol biosynthesis I	1636.0056632763
PWY-5667: CDP-diacylglycerol biosynthesis I|unclassified	908.6099813634
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	115.7754484681
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	48.3059512332
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	28.5772630049
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Mucispirillum.s__Mucispirillum_schaedleri	19.3352586066
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	8.6418406266
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	4.0533713153
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	2.2513822728
PWY-7208: superpathway of pyrimidine nucleobases salvage	1614.3603349718
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	1234.3865930888
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Mucispirillum.s__Mucispirillum_schaedleri	21.7579136721
HISTSYN-PWY: L-histidine biosynthesis	1609.9786965131
HISTSYN-PWY: L-histidine biosynthesis|unclassified	701.8879465801
HISTSYN-PWY: L-histidine biosynthesis|g__Muribaculum.s__Muribaculum_intestinale	243.4455235086
HISTSYN-PWY: L-histidine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	171.9309970390
HISTSYN-PWY: L-histidine biosynthesis|g__Prevotella.s__Prevotella_sp_MGM2	157.0014446819
HISTSYN-PWY: L-histidine biosynthesis|g__Prevotella.s__Prevotella_sp_MGM1	67.6097928337
HISTSYN-PWY: L-histidine biosynthesis|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	40.1202835139
HISTSYN-PWY: L-histidine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	28.5249894920
HISTSYN-PWY: L-histidine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	27.5922657531
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	10.9028999183
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	10.0180230532
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	7.9746145048
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	7.3544589022
PWY-7663: gondoate biosynthesis (anaerobic)	1603.8519801053
PWY-7663: gondoate biosynthesis (anaerobic)|unclassified	815.5259798961
PWY-7663: gondoate biosynthesis (anaerobic)|g__Helicobacter.s__Helicobacter_typhlonius	249.8198186471
PWY-7663: gondoate biosynthesis (anaerobic)|g__Prevotella.s__Prevotella_sp_MGM1	76.2831141859
PWY-7663: gondoate biosynthesis (anaerobic)|g__Parabacteroides.s__Parabacteroides_distasonis	37.3930871969
PWY-7663: gondoate biosynthesis (anaerobic)|g__Alistipes.s__Alistipes_timonensis	20.9412785285
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_caecimuris	19.6246947157
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_uniformis	5.9763724541
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	5.2832468460
ARO-PWY: chorismate biosynthesis I	1590.0188322131
ARO-PWY: chorismate biosynthesis I|unclassified	895.0674912391
ARO-PWY: chorismate biosynthesis I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	44.5134897937
ARO-PWY: chorismate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	33.8660843525
HSERMETANA-PWY: L-methionine biosynthesis III	1581.5096040856
HSERMETANA-PWY: L-methionine biosynthesis III|unclassified	861.4465035044
HSERMETANA-PWY: L-methionine biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	147.1933016218
HSERMETANA-PWY: L-methionine biosynthesis III|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	47.8276554650
HSERMETANA-PWY: L-methionine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	31.1880045926
HSERMETANA-PWY: L-methionine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis	27.5025826907
PWY-5484: glycolysis II (from fructose 6-phosphate)	1551.6559767883
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified	913.0741943311
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	1535.2748441301
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|unclassified	966.4641659076
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	182.3720603268
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	35.1952004483
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	27.7171410816
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	16.1951755440
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	15.9076655371
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	14.5273758049
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	6.6023900588
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	1526.4655217618
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|unclassified	1163.2334266664
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	1487.2791839585
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	830.0859374965
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	35.9234263836
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	1372.5346302957
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified	671.4696195529
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	1338.2660896246
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified	790.8644169314
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	173.0678167287
PWY-6703: preQ0 biosynthesis	1304.6487709376
PWY-6703: preQ0 biosynthesis|unclassified	515.0562086479
PWY-6703: preQ0 biosynthesis|g__Muribaculum.s__Muribaculum_intestinale	239.6050576872
PWY-6703: preQ0 biosynthesis|g__Prevotella.s__Prevotella_sp_MGM2	194.2186114279
PWY-6703: preQ0 biosynthesis|g__Prevotella.s__Prevotella_sp_MGM1	70.3067741905
PWY-6703: preQ0 biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	51.5251397991
PWY-6703: preQ0 biosynthesis|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	38.2940176859
PWY-6703: preQ0 biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	16.0414427533
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	15.7543052749
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	8.8802789570
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	3.9541986880
PWY-5103: L-isoleucine biosynthesis III	1295.1370312579
PWY-5103: L-isoleucine biosynthesis III|unclassified	813.6248111298
PWY-5103: L-isoleucine biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	175.7842715909
PWY-5103: L-isoleucine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis	31.5522587782
PWY-5103: L-isoleucine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	26.3311816984
PWY-5103: L-isoleucine biosynthesis III|g__Mucispirillum.s__Mucispirillum_schaedleri	14.9633089915
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	13.4400946765
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_caecimuris	12.8634819823
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	5.7726364782
GLUTORN-PWY: L-ornithine biosynthesis	1288.9469828009
GLUTORN-PWY: L-ornithine biosynthesis|unclassified	795.3919375505
GLUTORN-PWY: L-ornithine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	166.2212042228
GLUTORN-PWY: L-ornithine biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	37.6616195239
GLUTORN-PWY: L-ornithine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	31.7360997063
HISDEG-PWY: L-histidine degradation I	1212.0259900809
HISDEG-PWY: L-histidine degradation I|unclassified	1065.6027128860
HISDEG-PWY: L-histidine degradation I|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	49.2699943523
HISDEG-PWY: L-histidine degradation I|g__Parabacteroides.s__Parabacteroides_distasonis	42.1180411783
HISDEG-PWY: L-histidine degradation I|g__Alistipes.s__Alistipes_timonensis	11.5056370072
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_sartorii	11.4629547690
HISDEG-PWY: L-histidine degradation I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	10.5690363557
PWY-7199: pyrimidine deoxyribonucleosides salvage	1164.7639262603
PWY-7199: pyrimidine deoxyribonucleosides salvage|unclassified	871.0668071312
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Prevotella.s__Prevotella_sp_MGM1	65.0363315085
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Parabacteroides.s__Parabacteroides_distasonis	21.9494608879
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Alistipes.s__Alistipes_timonensis	15.4690865063
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_uniformis	14.4579978029
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_caecimuris	5.3440267281
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	3.8708984767
PWY-3001: superpathway of L-isoleucine biosynthesis I	1151.4093265697
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	663.1292100763
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	152.4343975002
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	1115.6247388370
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	618.2606360802
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	121.1463337235
ANAEROFRUCAT-PWY: homolactic fermentation	1107.5242672246
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	595.2214875454
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	1101.6387578478
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	532.6103530387
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	196.1574126225
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	37.4556228141
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	19.6013968759
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Mucispirillum.s__Mucispirillum_schaedleri	17.1169191818
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	1070.8002265929
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|unclassified	607.2550990654
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	176.8275940549
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Mucispirillum.s__Mucispirillum_schaedleri	22.7804131674
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	1054.0693437575
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|unclassified	783.6237153231
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	1041.8903794500
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	651.9520797682
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Helicobacter.s__Helicobacter_typhlonius	152.5825580807
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Mucispirillum.s__Mucispirillum_schaedleri	38.8733839054
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Helicobacter.s__Helicobacter_hepaticus	18.7352359696
PWY-6737: starch degradation V	1022.4707364495
PWY-6737: starch degradation V|unclassified	657.5821658797
PWY-6737: starch degradation V|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	63.7584619849
PWY-6737: starch degradation V|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	8.5404606738
PWY-6737: starch degradation V|g__Bacteroides.s__Bacteroides_uniformis	8.5222778944
PWY-6737: starch degradation V|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	7.8785413219
PWY-6168: flavin biosynthesis III (fungi)	963.1264107234
PWY-6168: flavin biosynthesis III (fungi)|unclassified	346.3038355738
PWY-6168: flavin biosynthesis III (fungi)|g__Parabacteroides.s__Parabacteroides_distasonis	27.8535644628
PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_caecimuris	16.4855760226
THRESYN-PWY: superpathway of L-threonine biosynthesis	951.4171886448
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	533.2060953726
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	133.5595887838
PWY-5104: L-isoleucine biosynthesis IV	908.9287678468
PWY-5104: L-isoleucine biosynthesis IV|unclassified	334.3113518666
PWY-5104: L-isoleucine biosynthesis IV|g__Helicobacter.s__Helicobacter_typhlonius	200.2741590299
PWY-7234: inosine-5'-phosphate biosynthesis III	875.1905462857
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	730.7838402888
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	24.8514086097
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Alistipes.s__Alistipes_timonensis	15.2351041343
DAPLYSINESYN-PWY: L-lysine biosynthesis I	832.7952976584
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	477.4933496699
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	121.5415437536
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	11.1834758778
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	815.4149447941
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	597.1365927765
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_sartorii	12.3516750799
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	8.9295391426
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_caecimuris	8.9213850325
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis	8.1329838325
PWY-5100: pyruvate fermentation to acetate and lactate II	812.9569152095
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	383.2761552689
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Helicobacter.s__Helicobacter_typhlonius	178.3878528070
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_johnsonii	9.9951286967
PWY0-1296: purine ribonucleosides degradation	728.8285876316
PWY0-1296: purine ribonucleosides degradation|unclassified	590.3399015925
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	46.4222108509
PWY0-1296: purine ribonucleosides degradation|g__Romboutsia.s__Romboutsia_ilealis	6.7526844870
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	5.8111383361
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_reuteri	5.0905989196
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	710.6321502331
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|unclassified	70.5908170181
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	684.2350979137
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified	482.6919756862
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Helicobacter.s__Helicobacter_typhlonius	131.2127850625
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Parabacteroides.s__Parabacteroides_distasonis	29.1742769374
PWY-3781: aerobic respiration I (cytochrome c)	683.5820472222
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_typhlonius	254.1532856727
PWY-3781: aerobic respiration I (cytochrome c)|unclassified	153.2061951791
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_hepaticus	6.7007283141
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	664.2935885722
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	375.3641207644
NAGLIPASYN-PWY: lipid IVA biosynthesis	644.6219019347
NAGLIPASYN-PWY: lipid IVA biosynthesis|unclassified	486.3893638688
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	10.8985416056
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	8.3964613111
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	635.1871742234
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	382.5157911428
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Helicobacter.s__Helicobacter_typhlonius	155.6124868266
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	50.8569130318
