# Pathway	DSS_334_Abundance
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	163.4148553633
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	92.6739721210
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	73.3791917450
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Mucispirillum.s__Mucispirillum_schaedleri	28.8776053082
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	21.4557194562
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	20.8649389760
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Escherichia.s__Escherichia_coli	10.3519724480
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	2375.7633512266
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	1457.7464306947
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Helicobacter.s__Helicobacter_typhlonius	314.4801448519
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	34.7146136282
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	2374.8703493085
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|unclassified	1465.3688068923
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Helicobacter.s__Helicobacter_typhlonius	313.1321225226
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	34.5891963298
PWY-5103: L-isoleucine biosynthesis III	2269.7784998219
PWY-5103: L-isoleucine biosynthesis III|unclassified	1034.2310295740
PWY-5103: L-isoleucine biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	389.2545848276
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_caecimuris	157.5343428859
PWY-5103: L-isoleucine biosynthesis III|g__Helicobacter.s__Helicobacter_apodemus	121.5716317970
PWY-5103: L-isoleucine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis	95.6309115459
PWY-5103: L-isoleucine biosynthesis III|g__Mucispirillum.s__Mucispirillum_schaedleri	52.8460176509
PWY-5103: L-isoleucine biosynthesis III|g__Helicobacter.s__Helicobacter_hepaticus	31.6714237500
PWY-5103: L-isoleucine biosynthesis III|g__Escherichia.s__Escherichia_coli	14.0196627699
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	1.9204880678
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	1.2861490253
PWY-6151: S-adenosyl-L-methionine cycle I	2267.5644611156
PWY-6151: S-adenosyl-L-methionine cycle I|unclassified	1157.4489696744
PWY-6151: S-adenosyl-L-methionine cycle I|g__Helicobacter.s__Helicobacter_typhlonius	322.5488589852
PWY-6151: S-adenosyl-L-methionine cycle I|g__Helicobacter.s__Helicobacter_apodemus	140.4558690515
PWY-6151: S-adenosyl-L-methionine cycle I|g__Muribaculum.s__Muribaculum_intestinale	82.4948190194
PWY-6151: S-adenosyl-L-methionine cycle I|g__Prevotella.s__Prevotella_sp_MGM1	65.4255075673
PWY-6151: S-adenosyl-L-methionine cycle I|g__Helicobacter.s__Helicobacter_hepaticus	31.2706716634
PWY-6151: S-adenosyl-L-methionine cycle I|g__Oscillibacter.s__Oscillibacter_sp_1_3	10.9988901950
PWY-5484: glycolysis II (from fructose 6-phosphate)	2262.3162872205
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified	1117.8141619620
CALVIN-PWY: Calvin-Benson-Bassham cycle	2249.7428600257
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	1089.8743577274
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Helicobacter.s__Helicobacter_typhlonius	342.2811904628
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Helicobacter.s__Helicobacter_apodemus	83.3353817236
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Helicobacter.s__Helicobacter_hepaticus	19.2714221125
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	2245.9153335328
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified	955.2234333056
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_sartorii	192.2081223332
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Helicobacter.s__Helicobacter_apodemus	140.6722864732
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_caecimuris	115.4614587534
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Parabacteroides.s__Parabacteroides_distasonis	114.6333395310
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Helicobacter.s__Helicobacter_hepaticus	28.2468400084
HISTSYN-PWY: L-histidine biosynthesis	2212.4106552230
HISTSYN-PWY: L-histidine biosynthesis|unclassified	998.5580752431
HISTSYN-PWY: L-histidine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	355.5575550190
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	146.8157440625
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	117.7408816417
HISTSYN-PWY: L-histidine biosynthesis|g__Helicobacter.s__Helicobacter_apodemus	114.9967812886
HISTSYN-PWY: L-histidine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	88.7433827542
HISTSYN-PWY: L-histidine biosynthesis|g__Muribaculum.s__Muribaculum_intestinale	78.0360995265
HISTSYN-PWY: L-histidine biosynthesis|g__Prevotella.s__Prevotella_sp_MGM1	64.9354905974
HISTSYN-PWY: L-histidine biosynthesis|g__Prevotella.s__Prevotella_sp_MGM2	23.0432050052
HISTSYN-PWY: L-histidine biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	20.2953981680
HISTSYN-PWY: L-histidine biosynthesis|g__Oscillibacter.s__Oscillibacter_sp_1_3	15.6990986359
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	2194.6946418245
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified	920.4838464621
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Helicobacter.s__Helicobacter_typhlonius	312.5841837920
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_sartorii	172.9261363999
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_caecimuris	93.5498560691
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Parabacteroides.s__Parabacteroides_distasonis	88.4273274364
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Prevotella.s__Prevotella_sp_MGM2	23.7590064787
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Oscillibacter.s__Oscillibacter_sp_1_3	13.9471074568
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	2177.3270676383
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	1155.4955043176
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	393.6318051303
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	158.0256884656
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	84.5878376013
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Alistipes.s__Alistipes_timonensis	11.3784275369
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	2161.9734509529
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified	786.5370913150
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	2154.8781532566
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|unclassified	959.8201954397
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Helicobacter.s__Helicobacter_typhlonius	312.2150246067
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Bacteroides.s__Bacteroides_sartorii	176.6989826666
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Bacteroides.s__Bacteroides_caecimuris	124.5564050916
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Parabacteroides.s__Parabacteroides_distasonis	101.1166268367
PWY-7208: superpathway of pyrimidine nucleobases salvage	2124.6457439432
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	1742.8907810944
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Mucispirillum.s__Mucispirillum_schaedleri	65.3187135800
ARO-PWY: chorismate biosynthesis I	2095.9209000666
ARO-PWY: chorismate biosynthesis I|unclassified	933.8587111820
ARO-PWY: chorismate biosynthesis I|g__Helicobacter.s__Helicobacter_apodemus	132.7691653983
ARO-PWY: chorismate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	103.5447286983
ARO-PWY: chorismate biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	23.9561978876
PWY-4242: pantothenate and coenzyme A biosynthesis III	2093.6205078439
PWY-4242: pantothenate and coenzyme A biosynthesis III|unclassified	637.1156648226
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	359.5497891948
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Bacteroides.s__Bacteroides_sartorii	171.6395313561
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Helicobacter.s__Helicobacter_apodemus	122.9964448994
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Bacteroides.s__Bacteroides_caecimuris	113.4776464750
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Muribaculum.s__Muribaculum_intestinale	85.5997345671
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Prevotella.s__Prevotella_sp_MGM1	47.9711679247
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Helicobacter.s__Helicobacter_hepaticus	33.7729139067
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Prevotella.s__Prevotella_sp_MGM2	20.2254506477
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Alistipes.s__Alistipes_timonensis	16.1596139423
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	2008.8526573214
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|unclassified	1350.3568340182
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	1992.3159511020
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	864.7102295608
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Helicobacter.s__Helicobacter_apodemus	132.8230940845
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	105.7713558365
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	26.8297169689
PWY-3001: superpathway of L-isoleucine biosynthesis I	1977.8213813560
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	691.0073929014
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	348.3050144199
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	23.3806384635
HSERMETANA-PWY: L-methionine biosynthesis III	1973.8454165872
HSERMETANA-PWY: L-methionine biosynthesis III|unclassified	1178.3929626734
HSERMETANA-PWY: L-methionine biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	294.1097945009
HSERMETANA-PWY: L-methionine biosynthesis III|g__Helicobacter.s__Helicobacter_apodemus	116.8636083317
HSERMETANA-PWY: L-methionine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis	78.4328874868
HSERMETANA-PWY: L-methionine biosynthesis III|g__Helicobacter.s__Helicobacter_hepaticus	26.3398870355
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	1945.8511346371
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|unclassified	692.1896908640
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Helicobacter.s__Helicobacter_typhlonius	326.6053950859
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_sartorii	223.0764293283
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_caecimuris	127.3255024069
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Parabacteroides.s__Parabacteroides_distasonis	109.9052449207
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Muribaculum.s__Muribaculum_intestinale	80.6474450109
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Mucispirillum.s__Mucispirillum_schaedleri	27.9127665508
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	1929.8617506473
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	592.1191144390
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	455.0730785041
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Helicobacter.s__Helicobacter_apodemus	68.3987330182
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Mucispirillum.s__Mucispirillum_schaedleri	38.9539260251
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	34.7726404344
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	1878.5670632230
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	394.2443046154
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified	340.2385033775
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_apodemus	128.3174434797
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	27.6347754141
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	1861.7180982502
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	681.2213161062
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	288.1680367081
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus	21.5418214579
PWY-3781: aerobic respiration I (cytochrome c)	1836.1748529587
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_typhlonius	592.5679589677
PWY-3781: aerobic respiration I (cytochrome c)|unclassified	390.9857906139
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_apodemus	135.8879308567
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_hepaticus	40.5294595697
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	1825.6576568523
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified	649.6659786731
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	318.7978945973
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	152.4763052481
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	124.9719815153
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	72.3190838789
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	26.0688307470
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Alistipes.s__Alistipes_timonensis	14.9878379018
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	2.0545453508
PWY-6168: flavin biosynthesis III (fungi)	1775.6872899090
PWY-6168: flavin biosynthesis III (fungi)|unclassified	322.4013076328
PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_sartorii	220.8261104309
PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_caecimuris	125.1197929782
PWY-6168: flavin biosynthesis III (fungi)|g__Parabacteroides.s__Parabacteroides_distasonis	109.5622750178
PWY-6168: flavin biosynthesis III (fungi)|g__Helicobacter.s__Helicobacter_hepaticus	30.9302583310
ANAEROFRUCAT-PWY: homolactic fermentation	1700.0921545775
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	463.1130805150
THRESYN-PWY: superpathway of L-threonine biosynthesis	1676.6911949743
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	525.4496461130
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	314.8601653352
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	137.9990570983
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	18.9897042976
PWY-5104: L-isoleucine biosynthesis IV	1672.9964345652
PWY-5104: L-isoleucine biosynthesis IV|g__Helicobacter.s__Helicobacter_typhlonius	473.6077503445
PWY-5104: L-isoleucine biosynthesis IV|unclassified	130.6758923399
PWY-5104: L-isoleucine biosynthesis IV|g__Helicobacter.s__Helicobacter_hepaticus	39.7641189442
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	1651.5042874860
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	905.4130416483
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Helicobacter.s__Helicobacter_typhlonius	333.0200501632
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Helicobacter.s__Helicobacter_apodemus	131.8810754880
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Mucispirillum.s__Mucispirillum_schaedleri	62.6689742480
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Helicobacter.s__Helicobacter_hepaticus	28.7461642451
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	1643.8435672447
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	406.1935034126
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|unclassified	336.4672892789
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Helicobacter.s__Helicobacter_apodemus	154.3714248502
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Mucispirillum.s__Mucispirillum_schaedleri	40.5122502786
PWY-4981: L-proline biosynthesis II (from arginine)	1614.4954893832
PWY-4981: L-proline biosynthesis II (from arginine)|unclassified	935.2861057846
PWY-4981: L-proline biosynthesis II (from arginine)|g__Oscillibacter.s__Oscillibacter_sp_1_3	10.9908563774
GLUTORN-PWY: L-ornithine biosynthesis	1583.2157814384
GLUTORN-PWY: L-ornithine biosynthesis|unclassified	804.2280275812
GLUTORN-PWY: L-ornithine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	376.3755035476
GLUTORN-PWY: L-ornithine biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	25.3012490540
PWY-6703: preQ0 biosynthesis	1473.3053608567
PWY-6703: preQ0 biosynthesis|unclassified	427.5681394953
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	170.6590020830
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	118.7586248160
PWY-6703: preQ0 biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	111.1900072327
PWY-6703: preQ0 biosynthesis|g__Muribaculum.s__Muribaculum_intestinale	73.8226755418
PWY-6703: preQ0 biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	48.7461938798
PWY-6703: preQ0 biosynthesis|g__Prevotella.s__Prevotella_sp_MGM1	48.6275872896
PWY-6703: preQ0 biosynthesis|g__Prevotella.s__Prevotella_sp_MGM2	31.3314740224
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1459.6139439245
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	383.1579369348
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	205.0350436820
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	123.7372622115
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	88.1413861867
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	1459.3657886058
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Helicobacter.s__Helicobacter_typhlonius	347.7226218703
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_sartorii	189.2275149681
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_caecimuris	173.2925960458
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Parabacteroides.s__Parabacteroides_distasonis	83.5522859148
RHAMCAT-PWY: L-rhamnose degradation I	1392.1197465702
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	974.7965062855
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_caecimuris	210.8768058261
PWY-5100: pyruvate fermentation to acetate and lactate II	1340.0458056669
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	808.4047228203
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Helicobacter.s__Helicobacter_typhlonius	412.6399248651
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Helicobacter.s__Helicobacter_hepaticus	28.5668461783
PWY-7199: pyrimidine deoxyribonucleosides salvage	1313.1396338076
PWY-7199: pyrimidine deoxyribonucleosides salvage|unclassified	976.4763852798
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_caecimuris	82.5316669754
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Parabacteroides.s__Parabacteroides_distasonis	76.1195596218
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Prevotella.s__Prevotella_sp_MGM1	41.1054077481
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Alistipes.s__Alistipes_timonensis	14.4341116970
DAPLYSINESYN-PWY: L-lysine biosynthesis I	1281.9370609238
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	290.2828129495
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	182.8345538178
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Helicobacter.s__Helicobacter_apodemus	126.6695189405
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	25.6809727661
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	1107.2272282604
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|unclassified	86.1146742451
PWY-6737: starch degradation V	1100.2221898329
PWY-6737: starch degradation V|unclassified	929.1426202609
PWY-6737: starch degradation V|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	29.3945175537
PWY-6737: starch degradation V|g__Oscillibacter.s__Oscillibacter_sp_1_3	14.0825116137
PWY-5030: L-histidine degradation III	1087.1638382596
PWY-5030: L-histidine degradation III|unclassified	681.0592385665
PWY-5030: L-histidine degradation III|g__Bacteroides.s__Bacteroides_sartorii	171.7587578479
PWY-5030: L-histidine degradation III|g__Alistipes.s__Alistipes_timonensis	13.9060757784
PWY-5030: L-histidine degradation III|g__Romboutsia.s__Romboutsia_ilealis	11.7154400622
PWY-6527: stachyose degradation	1072.6340192025
PWY-6527: stachyose degradation|unclassified	723.5196668088
PWY-6527: stachyose degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	27.1546732722
PWY66-422: D-galactose degradation V (Leloir pathway)	1042.7682358376
PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified	769.6247587065
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	35.6837780570
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	1022.1561634305
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	506.0174240552
PWY-6317: galactose degradation I (Leloir pathway)	1014.8471092202
PWY-6317: galactose degradation I (Leloir pathway)|unclassified	769.6247587065
PWY-6317: galactose degradation I (Leloir pathway)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	35.6837780570
PWY-6317: galactose degradation I (Leloir pathway)|g__Romboutsia.s__Romboutsia_ilealis	8.1007569909
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	1006.8282792744
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	211.2287251235
PWY0-1296: purine ribonucleosides degradation	990.4338877503
PWY0-1296: purine ribonucleosides degradation|unclassified	895.0065748707
PWY0-1296: purine ribonucleosides degradation|g__Romboutsia.s__Romboutsia_ilealis	11.7980857175
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	973.6937610713
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|unclassified	37.2718530386
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	963.1646413390
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	334.7108085437
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|unclassified	229.2837969807
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	86.7374269695
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Alistipes.s__Alistipes_timonensis	12.0692946043
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	910.1839029102
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|unclassified	92.4194019013
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	904.6331496147
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|unclassified	113.2314538970
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	902.3228560224
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type|unclassified	31.7217326317
PWY0-781: aspartate superpathway	899.3358071214
PWY0-781: aspartate superpathway|unclassified	54.9855889172
PWY66-399: gluconeogenesis III	899.1583217798
