# Pathway	RCE_318_Abundance
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Bacteroides.s__Bacteroides_sartorii	51.4305134108
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Bacteroides.s__Bacteroides_caecimuris	40.7839158391
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	19.7800876780
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Faecalibaculum.s__Faecalibaculum_rodentium	11.3138379062
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	3238.9634420611
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|unclassified	1762.9283704054
PWY-2942: L-lysine biosynthesis III	3233.5337917536
PWY-2942: L-lysine biosynthesis III|unclassified	1909.2307849465
PWY-2942: L-lysine biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	496.2736698676
PWY-2942: L-lysine biosynthesis III|g__Muribaculum.s__Muribaculum_intestinale	311.7726051394
PWY-2942: L-lysine biosynthesis III|g__Prevotella.s__Prevotella_sp_MGM2	198.4104585932
PWY-2942: L-lysine biosynthesis III|g__Mucispirillum.s__Mucispirillum_schaedleri	129.1203732200
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_caecimuris	47.0889833083
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_sartorii	46.0404984535
PWY-2942: L-lysine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	42.0982069223
PWY-2942: L-lysine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis	30.1667877713
PWY-2942: L-lysine biosynthesis III|g__Faecalibaculum.s__Faecalibaculum_rodentium	11.7926421908
PWY-2942: L-lysine biosynthesis III|g__Lactobacillus.s__Lactobacillus_murinus	8.5333154082
GLUCONEO-PWY: gluconeogenesis I	3188.4848705863
GLUCONEO-PWY: gluconeogenesis I|unclassified	1635.7322150962
GLUCONEO-PWY: gluconeogenesis I|g__Helicobacter.s__Helicobacter_typhlonius	533.4762551340
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	3155.1805907937
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	1770.8427088805
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Helicobacter.s__Helicobacter_typhlonius	626.7135161932
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Mucispirillum.s__Mucispirillum_schaedleri	125.0163524213
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	29.1965530908
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	21.8138952477
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	16.8225852604
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Faecalibaculum.s__Faecalibaculum_rodentium	12.3206678877
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	3146.9715508725
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified	1616.6470286540
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	104.2802022546
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_sartorii	64.0766977195
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_caecimuris	56.4975288319
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	20.5153281752
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Parabacteroides.s__Parabacteroides_distasonis	19.2773681122
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Helicobacter.s__Helicobacter_hepaticus	9.0576887180
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	3143.3146421143
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|unclassified	1451.4073751649
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Helicobacter.s__Helicobacter_typhlonius	503.9594422349
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Muribaculum.s__Muribaculum_intestinale	382.1750213382
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Mucispirillum.s__Mucispirillum_schaedleri	87.4270251329
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_sartorii	67.4274065384
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_caecimuris	55.6113050818
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Parabacteroides.s__Parabacteroides_distasonis	37.3969746073
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	16.2904959275
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	3.3306081497
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_uniformis	2.2807058685
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	3120.6298953525
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified	1654.6381096833
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	3072.2289595889
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|unclassified	1516.2233205445
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	664.0635188282
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	156.2531655372
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	70.5422012835
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	42.2291365730
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	26.0375857930
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Faecalibaculum.s__Faecalibaculum_rodentium	14.6144129239
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	12.5776799879
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	5.1119112870
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	2.4183125143
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	3009.1004914897
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	1794.1650157902
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Helicobacter.s__Helicobacter_typhlonius	537.5940804589
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	29.5996775842
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	19.4872168720
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	15.7664650905
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	3002.8078762592
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|unclassified	1789.2232968125
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Helicobacter.s__Helicobacter_typhlonius	534.6469452566
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	29.6634550251
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	19.3215603847
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	15.6381847122
PWY-5097: L-lysine biosynthesis VI	2983.3193190267
PWY-5097: L-lysine biosynthesis VI|unclassified	1637.1541023000
PWY-5097: L-lysine biosynthesis VI|g__Helicobacter.s__Helicobacter_typhlonius	476.5845104397
PWY-5097: L-lysine biosynthesis VI|g__Muribaculum.s__Muribaculum_intestinale	314.9072589139
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_caecimuris	46.2585544528
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_sartorii	41.5643894871
PWY-5097: L-lysine biosynthesis VI|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	41.0872169420
PWY-5097: L-lysine biosynthesis VI|g__Parabacteroides.s__Parabacteroides_distasonis	28.3500770186
PWY-5097: L-lysine biosynthesis VI|g__Faecalibaculum.s__Faecalibaculum_rodentium	10.1338113331
PWY-5097: L-lysine biosynthesis VI|g__Lactobacillus.s__Lactobacillus_murinus	7.7696301740
PWY-7663: gondoate biosynthesis (anaerobic)	2947.8777074228
PWY-7663: gondoate biosynthesis (anaerobic)|unclassified	961.1061431590
PWY-7663: gondoate biosynthesis (anaerobic)|g__Helicobacter.s__Helicobacter_typhlonius	791.3917296567
PWY-7663: gondoate biosynthesis (anaerobic)|g__Alistipes.s__Alistipes_timonensis	164.9497547180
PWY-7663: gondoate biosynthesis (anaerobic)|g__Prevotella.s__Prevotella_sp_MGM1	126.7334212607
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_sartorii	48.0234223799
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_caecimuris	36.2026546983
PWY-7663: gondoate biosynthesis (anaerobic)|g__Parabacteroides.s__Parabacteroides_distasonis	29.0976309766
PWY-7663: gondoate biosynthesis (anaerobic)|g__Helicobacter.s__Helicobacter_hepaticus	2.6878780735
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	2.6610033052
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_uniformis	2.3655533468
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_faecichinchillae	2.1166825616
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	2938.2539547770
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified	1320.4731599067
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	2922.6023882117
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified	1256.4251462177
PWY66-400: glycolysis VI (metazoan)	2889.5998258833
PWY66-400: glycolysis VI (metazoan)|unclassified	1381.6333238679
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	2883.7422764299
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|unclassified	1419.9737336260
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Helicobacter.s__Helicobacter_typhlonius	495.2847489507
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Bacteroides.s__Bacteroides_sartorii	54.6909434661
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Bacteroides.s__Bacteroides_caecimuris	46.8544558897
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Parabacteroides.s__Parabacteroides_distasonis	27.1867930689
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	2880.1356902872
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified	1102.3407944307
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Helicobacter.s__Helicobacter_typhlonius	549.8872242891
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Prevotella.s__Prevotella_sp_MGM2	220.0872137923
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_caecimuris	49.9148086098
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_sartorii	46.2460106736
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	38.1935138117
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Parabacteroides.s__Parabacteroides_distasonis	25.8126841058
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	20.6768953892
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	18.5136842574
ARO-PWY: chorismate biosynthesis I	2736.0694496212
ARO-PWY: chorismate biosynthesis I|unclassified	1451.4373887163
ARO-PWY: chorismate biosynthesis I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	20.7377807295
ARO-PWY: chorismate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	18.5167476595
ARO-PWY: chorismate biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	9.0112818336
PWY-5103: L-isoleucine biosynthesis III	2706.8872635762
PWY-5103: L-isoleucine biosynthesis III|unclassified	1309.9643643678
PWY-5103: L-isoleucine biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	646.1320594750
PWY-5103: L-isoleucine biosynthesis III|g__Mucispirillum.s__Mucispirillum_schaedleri	154.7505090906
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_caecimuris	57.6296463475
PWY-5103: L-isoleucine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	39.5366567676
PWY-5103: L-isoleucine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis	22.6170721616
PWY-5103: L-isoleucine biosynthesis III|g__Faecalibaculum.s__Faecalibaculum_rodentium	12.4258796190
PWY-5103: L-isoleucine biosynthesis III|g__Helicobacter.s__Helicobacter_hepaticus	12.1399994358
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	4.5456085530
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	2.3617841555
PWY-7208: superpathway of pyrimidine nucleobases salvage	2704.3826369201
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	1774.8813304782
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Mucispirillum.s__Mucispirillum_schaedleri	162.5191323685
CALVIN-PWY: Calvin-Benson-Bassham cycle	2656.7711913964
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	1487.2324192193
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Helicobacter.s__Helicobacter_typhlonius	547.3741561972
PWY-5667: CDP-diacylglycerol biosynthesis I	2649.7910685907
PWY-5667: CDP-diacylglycerol biosynthesis I|unclassified	1292.6145817365
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	521.2952850876
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Mucispirillum.s__Mucispirillum_schaedleri	114.9908875263
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	74.2099267331
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	52.3040394343
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	46.7910424661
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	16.4500901810
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	15.9269554367
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	2.1802351880
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	1.9660365915
PWY0-1319: CDP-diacylglycerol biosynthesis II	2649.7910685907
PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified	1292.6145817365
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	521.2952850876
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Mucispirillum.s__Mucispirillum_schaedleri	114.9908875263
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	74.2099267331
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_sartorii	52.3040394343
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_caecimuris	46.7910424661
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis	16.4500901810
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	15.9269554367
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	2.1802351880
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	1.9660365915
HISTSYN-PWY: L-histidine biosynthesis	2591.7127028037
HISTSYN-PWY: L-histidine biosynthesis|unclassified	880.0494564601
HISTSYN-PWY: L-histidine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	547.2837156752
HISTSYN-PWY: L-histidine biosynthesis|g__Muribaculum.s__Muribaculum_intestinale	313.4773526506
HISTSYN-PWY: L-histidine biosynthesis|g__Prevotella.s__Prevotella_sp_MGM2	210.0596945503
HISTSYN-PWY: L-histidine biosynthesis|g__Prevotella.s__Prevotella_sp_MGM1	131.0412290956
HISTSYN-PWY: L-histidine biosynthesis|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	85.0360582688
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	50.3015786549
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	48.6684816194
HISTSYN-PWY: L-histidine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	21.6834905147
HISTSYN-PWY: L-histidine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	15.3381676557
PWY-5484: glycolysis II (from fructose 6-phosphate)	2582.4882557843
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified	1201.4264929235
PWY-6151: S-adenosyl-L-methionine cycle I	2576.0128602707
PWY-6151: S-adenosyl-L-methionine cycle I|unclassified	936.4907230486
PWY-6151: S-adenosyl-L-methionine cycle I|g__Helicobacter.s__Helicobacter_typhlonius	586.3461875862
PWY-6151: S-adenosyl-L-methionine cycle I|g__Muribaculum.s__Muribaculum_intestinale	408.0487226891
PWY-6151: S-adenosyl-L-methionine cycle I|g__Prevotella.s__Prevotella_sp_MGM1	154.8860161109
PWY-6151: S-adenosyl-L-methionine cycle I|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	87.7801356670
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	32.3713435689
PWY-6151: S-adenosyl-L-methionine cycle I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	22.7001734009
PWY-6151: S-adenosyl-L-methionine cycle I|g__Helicobacter.s__Helicobacter_hepaticus	16.0310425282
PWY-6151: S-adenosyl-L-methionine cycle I|g__Lactobacillus.s__Lactobacillus_johnsonii	10.4117814201
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_uniformis	8.8461866185
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	5.6087265768
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	2540.3994228168
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	1008.5188018273
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	780.0905158170
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Mucispirillum.s__Mucispirillum_schaedleri	112.4296617092
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	28.1527745200
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Faecalibaculum.s__Faecalibaculum_rodentium	15.3899142995
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Lactobacillus.s__Lactobacillus_murinus	9.7725884177
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	8.0489188526
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	2455.8780624440
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	1142.9933388729
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	19.6556566886
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	10.2469724275
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	2392.8931244537
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	1290.5125002007
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Helicobacter.s__Helicobacter_typhlonius	594.3793373602
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Mucispirillum.s__Mucispirillum_schaedleri	155.5179983301
GLUTORN-PWY: L-ornithine biosynthesis	2330.3963675770
GLUTORN-PWY: L-ornithine biosynthesis|unclassified	1265.8113719095
GLUTORN-PWY: L-ornithine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	603.3041683310
GLUTORN-PWY: L-ornithine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	27.8082496031
GLUTORN-PWY: L-ornithine biosynthesis|g__Faecalibaculum.s__Faecalibaculum_rodentium	15.1557547980
GLUTORN-PWY: L-ornithine biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	13.9360780358
GLUTORN-PWY: L-ornithine biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	10.5061013920
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	2316.6523065572
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified	839.3527081397
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	568.7625290655
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	2301.1450639274
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|unclassified	729.8244099978
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	690.9295399360
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Mucispirillum.s__Mucispirillum_schaedleri	129.5206011569
HSERMETANA-PWY: L-methionine biosynthesis III	2292.0306797280
HSERMETANA-PWY: L-methionine biosynthesis III|unclassified	1153.3504664812
HSERMETANA-PWY: L-methionine biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	498.7304758197
HSERMETANA-PWY: L-methionine biosynthesis III|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	94.3698321145
HSERMETANA-PWY: L-methionine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	34.6953769730
HSERMETANA-PWY: L-methionine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis	22.1330706448
PWY-5104: L-isoleucine biosynthesis IV	2281.8588907920
PWY-5104: L-isoleucine biosynthesis IV|g__Helicobacter.s__Helicobacter_typhlonius	738.3577414447
PWY-5104: L-isoleucine biosynthesis IV|unclassified	316.7767562984
PWY-5104: L-isoleucine biosynthesis IV|g__Helicobacter.s__Helicobacter_hepaticus	13.4839701579
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	2240.7421939305
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	815.7216989138
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	673.2562389995
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	48.4434249834
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	20.6219245973
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Alistipes.s__Alistipes_timonensis	15.8853904142
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	6.5710119273
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	2.7289791226
PWY-3001: superpathway of L-isoleucine biosynthesis I	2209.6832591104
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	744.3816968920
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	587.4465912386
PWY-6703: preQ0 biosynthesis	2116.6790635062
PWY-6703: preQ0 biosynthesis|unclassified	942.1357483213
PWY-6703: preQ0 biosynthesis|g__Muribaculum.s__Muribaculum_intestinale	327.9837267451
PWY-6703: preQ0 biosynthesis|g__Prevotella.s__Prevotella_sp_MGM2	221.0484148450
PWY-6703: preQ0 biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	118.7593474112
PWY-6703: preQ0 biosynthesis|g__Prevotella.s__Prevotella_sp_MGM1	113.5396604255
PWY-6703: preQ0 biosynthesis|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	79.4738724632
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	57.9316333892
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	46.6929036122
PWY-6703: preQ0 biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	32.5525576062
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	2058.7153308038
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	717.4339432064
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	491.4683900191
PWY-6168: flavin biosynthesis III (fungi)	2008.3645395861
PWY-6168: flavin biosynthesis III (fungi)|unclassified	381.3089768646
PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_sartorii	64.4775144372
