# Pathway	DSS_339_Abundance
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Helicobacter.s__Helicobacter_typhlonius	94.8282402275
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Parabacteroides.s__Parabacteroides_distasonis	7.8161085858
RHAMCAT-PWY: L-rhamnose degradation I	2707.4517431909
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	1482.2367056401
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_caecimuris	884.9078268255
RHAMCAT-PWY: L-rhamnose degradation I|g__Escherichia.s__Escherichia_coli	174.8529100048
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	2707.2733370594
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified	720.6065867871
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_caecimuris	700.8653405064
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Escherichia.s__Escherichia_coli	206.8663732011
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_sartorii	151.7305657461
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Prevotella.s__Prevotella_sp_MGM2	135.7757484578
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Helicobacter.s__Helicobacter_typhlonius	121.1019733549
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Lactobacillus.s__Lactobacillus_murinus	30.7524528238
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Parabacteroides.s__Parabacteroides_distasonis	17.0833047174
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	13.6412380460
PWY-5484: glycolysis II (from fructose 6-phosphate)	2652.1484430493
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified	1567.4357614943
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Escherichia.s__Escherichia_coli	250.0510807103
PWY-5097: L-lysine biosynthesis VI	2633.0087945733
PWY-5097: L-lysine biosynthesis VI|unclassified	1097.4511555034
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_caecimuris	732.2588071518
PWY-5097: L-lysine biosynthesis VI|g__Escherichia.s__Escherichia_coli	161.4538761621
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_sartorii	134.0121970916
PWY-5097: L-lysine biosynthesis VI|g__Helicobacter.s__Helicobacter_typhlonius	105.8329028548
PWY-5097: L-lysine biosynthesis VI|g__Alistipes.s__Alistipes_timonensis	86.8843059628
PWY-5097: L-lysine biosynthesis VI|g__Muribaculum.s__Muribaculum_intestinale	52.1378905689
PWY-5097: L-lysine biosynthesis VI|g__Parabacteroides.s__Parabacteroides_distasonis	25.9946191640
PWY-5097: L-lysine biosynthesis VI|g__Lactobacillus.s__Lactobacillus_murinus	25.1549273378
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_uniformis	11.0301859183
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	3.0670035469
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	2616.6989100286
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|unclassified	820.5509026203
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_caecimuris	713.0975995138
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_sartorii	158.4718791275
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Escherichia.s__Escherichia_coli	149.1713269364
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Prevotella.s__Prevotella_sp_MGM2	131.6421319853
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Helicobacter.s__Helicobacter_typhlonius	125.3161558206
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Alistipes.s__Alistipes_timonensis	112.5309545390
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Muribaculum.s__Muribaculum_intestinale	54.9699300376
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lactobacillus.s__Lactobacillus_murinus	39.7769482897
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Prevotella.s__Prevotella_sp_MGM1	38.3020712850
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Parabacteroides.s__Parabacteroides_distasonis	21.1904825325
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_uniformis	13.0774116519
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	11.8700172237
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lactobacillus.s__Lactobacillus_reuteri	11.8278657656
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	7.9187856449
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lactobacillus.s__Lactobacillus_johnsonii	7.5101610917
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	2612.5628435881
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|unclassified	764.1545805151
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	719.1955685694
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Escherichia.s__Escherichia_coli	165.7955794282
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	152.9102234890
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Prevotella.s__Prevotella_sp_MGM2	125.0198464313
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Alistipes.s__Alistipes_timonensis	117.3374623090
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	113.1257883764
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Muribaculum.s__Muribaculum_intestinale	52.5739352638
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Prevotella.s__Prevotella_sp_MGM1	35.0764570385
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	9.5367217717
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	5.9547192986
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	2553.3488131300
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	1178.0888693899
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_caecimuris	671.2425490835
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	273.1308603050
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_sartorii	234.6522163613
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis	9.1049605413
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	5.6497350191
PWY-3001: superpathway of L-isoleucine biosynthesis I	2539.3485830345
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	573.2305041266
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Escherichia.s__Escherichia_coli	339.6949220346
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	130.9096532373
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	2471.5253768216
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified	978.8535944985
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	644.6888906032
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Escherichia.s__Escherichia_coli	286.6469820955
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	114.6478217297
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Alistipes.s__Alistipes_timonensis	107.5292969482
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	105.3633173253
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	15.8194817090
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	9.5091161652
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	5.2338893170
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	2444.7019478876
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_caecimuris	783.1990124376
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified	692.4397812488
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_sartorii	166.5938868497
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Escherichia.s__Escherichia_coli	159.2793368789
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Parabacteroides.s__Parabacteroides_distasonis	13.9314666462
PWY-7199: pyrimidine deoxyribonucleosides salvage	2393.9654245470
PWY-7199: pyrimidine deoxyribonucleosides salvage|unclassified	889.6803788140
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_caecimuris	707.7195748839
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Escherichia.s__Escherichia_coli	158.0548743755
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Alistipes.s__Alistipes_timonensis	141.1445696914
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Prevotella.s__Prevotella_sp_MGM1	30.0030209678
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Parabacteroides.s__Parabacteroides_distasonis	12.1183788295
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_uniformis	9.8703014963
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	3.4662045061
PWY-6703: preQ0 biosynthesis	2309.1063921521
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	707.0348208953
PWY-6703: preQ0 biosynthesis|unclassified	570.6388152258
PWY-6703: preQ0 biosynthesis|g__Prevotella.s__Prevotella_sp_MGM2	177.9621405462
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	149.2970169363
PWY-6703: preQ0 biosynthesis|g__Escherichia.s__Escherichia_coli	125.3505068179
PWY-6703: preQ0 biosynthesis|g__Muribaculum.s__Muribaculum_intestinale	38.9302543309
PWY-6703: preQ0 biosynthesis|g__Prevotella.s__Prevotella_sp_MGM1	35.2739146006
PWY-6703: preQ0 biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	28.6243112299
PWY-6703: preQ0 biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	26.4797023575
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	8.8435982512
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	7.6141832489
HISDEG-PWY: L-histidine degradation I	2300.4197975915
HISDEG-PWY: L-histidine degradation I|unclassified	2004.8906803132
HISDEG-PWY: L-histidine degradation I|g__Bacteroides.s__Bacteroides_sartorii	143.6677466031
HISDEG-PWY: L-histidine degradation I|g__Alistipes.s__Alistipes_timonensis	93.4275366787
HISDEG-PWY: L-histidine degradation I|g__Parabacteroides.s__Parabacteroides_distasonis	14.9170577595
HISDEG-PWY: L-histidine degradation I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	11.8322572187
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	2291.0684824313
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|unclassified	1397.0068385440
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli	198.6504548781
PWY-4242: pantothenate and coenzyme A biosynthesis III	2290.1378489709
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Bacteroides.s__Bacteroides_caecimuris	661.6916478612
PWY-4242: pantothenate and coenzyme A biosynthesis III|unclassified	585.8054845174
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Escherichia.s__Escherichia_coli	155.8896928831
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Bacteroides.s__Bacteroides_sartorii	150.8556198199
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Prevotella.s__Prevotella_sp_MGM2	121.9424274084
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	109.8170055230
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Alistipes.s__Alistipes_timonensis	103.6761067907
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Muribaculum.s__Muribaculum_intestinale	52.3471115083
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Prevotella.s__Prevotella_sp_MGM1	33.1543070181
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Lactobacillus.s__Lactobacillus_murinus	30.9362504121
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Lactobacillus.s__Lactobacillus_reuteri	9.5784550780
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	6.2818808388
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	5.8540714263
THRESYN-PWY: superpathway of L-threonine biosynthesis	2219.1022724573
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	467.9052611057
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Escherichia.s__Escherichia_coli	284.6329041169
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	139.5283590803
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	110.7259842113
ANAEROFRUCAT-PWY: homolactic fermentation	2213.5805676981
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	695.2897605433
ANAEROFRUCAT-PWY: homolactic fermentation|g__Escherichia.s__Escherichia_coli	214.7035453324
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	2181.6030238681
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	805.6803643277
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Escherichia.s__Escherichia_coli	260.8633481530
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	141.1776589625
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	137.1106463388
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Alistipes.s__Alistipes_timonensis	70.7140379881
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	18.2189981017
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	9.8582470288
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	7.7967085204
ARO-PWY: chorismate biosynthesis I	2179.4369253656
ARO-PWY: chorismate biosynthesis I|unclassified	647.9829729720
ARO-PWY: chorismate biosynthesis I|g__Escherichia.s__Escherichia_coli	185.1151383213
ARO-PWY: chorismate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	13.9363771003
HISTSYN-PWY: L-histidine biosynthesis	2143.0975500995
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris	653.3620676346
HISTSYN-PWY: L-histidine biosynthesis|unclassified	572.9149642838
HISTSYN-PWY: L-histidine biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	139.0575526793
HISTSYN-PWY: L-histidine biosynthesis|g__Prevotella.s__Prevotella_sp_MGM2	134.9484972365
HISTSYN-PWY: L-histidine biosynthesis|g__Escherichia.s__Escherichia_coli	127.6863678140
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_sartorii	127.2323379875
HISTSYN-PWY: L-histidine biosynthesis|g__Alistipes.s__Alistipes_timonensis	87.9343915031
HISTSYN-PWY: L-histidine biosynthesis|g__Muribaculum.s__Muribaculum_intestinale	53.7654461326
HISTSYN-PWY: L-histidine biosynthesis|g__Prevotella.s__Prevotella_sp_MGM1	50.1023638951
HISTSYN-PWY: L-histidine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	16.8583412622
HISTSYN-PWY: L-histidine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	10.4463159051
PWY-7208: superpathway of pyrimidine nucleobases salvage	2134.5171674544
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	1548.8765728052
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Escherichia.s__Escherichia_coli	119.9465466019
PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Mucispirillum.s__Mucispirillum_schaedleri	35.7121503937
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	2129.9079568167
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	557.8427376914
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Escherichia.s__Escherichia_coli	174.2421464870
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	108.2621056082
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	2105.5202113936
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|unclassified	1264.9568065682
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	181.9871604673
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	2071.3008027704
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|unclassified	1096.2017889755
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	246.1969204187
PWY-6892: thiazole biosynthesis I (E. coli)	2058.0766121218
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_caecimuris	678.5498154889
PWY-6892: thiazole biosynthesis I (E. coli)|unclassified	445.9787227961
PWY-6892: thiazole biosynthesis I (E. coli)|g__Escherichia.s__Escherichia_coli	243.0530660725
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_uniformis	10.1135776815
PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	9.3426039254
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	2057.3054139374
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	621.0880076919
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	185.3589991349
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	14.0851704229
PWY-6168: flavin biosynthesis III (fungi)	1987.8618466613
PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_caecimuris	715.9887023878
PWY-6168: flavin biosynthesis III (fungi)|unclassified	272.9345971268
PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_sartorii	179.1478853027
PWY-6168: flavin biosynthesis III (fungi)|g__Helicobacter.s__Helicobacter_typhlonius	98.8435084698
PWY-6168: flavin biosynthesis III (fungi)|g__Parabacteroides.s__Parabacteroides_distasonis	17.4940672890
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	1976.7418809162
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Escherichia.s__Escherichia_coli	419.8864026668
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|unclassified	319.6646301808
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	1970.6950900969
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_caecimuris	724.4368384734
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|unclassified	316.6920358410
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_sartorii	182.8065738309
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Helicobacter.s__Helicobacter_typhlonius	124.2936686475
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Escherichia.s__Escherichia_coli	59.5460702098
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Muribaculum.s__Muribaculum_intestinale	50.4157441852
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Mucispirillum.s__Mucispirillum_schaedleri	20.3276469520
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Parabacteroides.s__Parabacteroides_distasonis	18.9822323285
HSERMETANA-PWY: L-methionine biosynthesis III	1899.1057135923
HSERMETANA-PWY: L-methionine biosynthesis III|unclassified	942.4805448424
HSERMETANA-PWY: L-methionine biosynthesis III|g__Helicobacter.s__Helicobacter_typhlonius	116.3216432306
HSERMETANA-PWY: L-methionine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis	17.8758293215
HSERMETANA-PWY: L-methionine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	12.3711263262
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1886.9673573484
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	775.1535320276
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii	181.8162524926
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	138.1601916732
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	121.4138432219
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|unclassified	83.8864967230
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	20.1180363803
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	1876.5346364386
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_caecimuris	833.7033204995
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Bacteroides.s__Bacteroides_sartorii	161.0186656244
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Escherichia.s__Escherichia_coli	113.2035083743
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Helicobacter.s__Helicobacter_typhlonius	111.2958729086
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|unclassified	83.9401508602
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Parabacteroides.s__Parabacteroides_distasonis	19.6584451203
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	1844.7447092533
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis|g__Escherichia.s__Escherichia_coli	117.8102538679
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	1801.1339114244
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|unclassified	947.0055617939
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Escherichia.s__Escherichia_coli	224.8366065650
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Helicobacter.s__Helicobacter_typhlonius	115.0216248368
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	13.3859859470
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	1787.0366497131
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	935.5210647779
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Escherichia.s__Escherichia_coli	225.2387694239
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Helicobacter.s__Helicobacter_typhlonius	115.7185986442
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	13.3732994686
PWY-6151: S-adenosyl-L-methionine cycle I	1719.2913919787
PWY-6151: S-adenosyl-L-methionine cycle I|unclassified	694.7182360750
PWY-6151: S-adenosyl-L-methionine cycle I|g__Escherichia.s__Escherichia_coli	253.9909646614
PWY-6151: S-adenosyl-L-methionine cycle I|g__Helicobacter.s__Helicobacter_typhlonius	131.0285442506
PWY-6151: S-adenosyl-L-methionine cycle I|g__Prevotella.s__Prevotella_sp_MGM1	58.3691929686
PWY-6151: S-adenosyl-L-methionine cycle I|g__Muribaculum.s__Muribaculum_intestinale	44.1192848479
PWY-6151: S-adenosyl-L-methionine cycle I|g__Lactobacillus.s__Lactobacillus_murinus	34.7759905728
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_uniformis	16.2088431015
PWY-6151: S-adenosyl-L-methionine cycle I|g__Helicobacter.s__Helicobacter_hepaticus	15.9317107248
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	10.0731833003
PWY-6151: S-adenosyl-L-methionine cycle I|g__Lactobacillus.s__Lactobacillus_johnsonii	8.4725036818
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	8.2836127465
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	1700.7569821680
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris	645.7629252599
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|unclassified	296.8039968459
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Escherichia.s__Escherichia_coli	222.8021352702
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius	113.6427597439
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Alistipes.s__Alistipes_timonensis	91.7705225446
PWY-3781: aerobic respiration I (cytochrome c)	1684.6306783332
PWY-3781: aerobic respiration I (cytochrome c)|unclassified	659.5664368525
PWY-3781: aerobic respiration I (cytochrome c)|g__Helicobacter.s__Helicobacter_typhlonius	217.9053812794
