Sample_ID,Control,Control,Control,DSS,DSS,DSS,Control,DSS,RCJ,RCJ_plus_DSS,RCJ,RCJ,RCJ,RCJ_plus_DSS,RCJ_plus_DSS,RCJ_plus_DSS,Start
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis,0.59757,0.825377,0.0,6.66948,0.587619,0.0,2.61683,3.44197,3.47667,1.47815,1.26276,0.0,2.17708,0.0,0.0,1.86878,1.27902
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified,122.305,79.1459,70.0811,198.357,103.247,112.943,94.3622,142.032,135.718,151.394,127.958,146.437,123.51,170.068,159.875,146.188,125.63
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes),0.0,0.686943,0.39614,3.06078,0.457729,0.0,0.0,0.0,0.0,0.617829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes)|unclassified,0.0,0.675614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6143: CMP-pseudaminate biosynthesis,10.8233,3.69862,8.79041,0.0,0.0,0.0,9.0414,0.0,11.1929,6.91707,3.80497,13.9594,3.07616,13.3603,3.92165,3.72657,8.38251
PWY-6143: CMP-pseudaminate biosynthesis|unclassified,10.8233,3.6667,8.79041,0.0,0.0,0.0,5.88457,0.0,4.3811,6.56864,3.4187,13.9291,2.97854,13.0894,3.90662,3.71628,6.95395
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,59.5067,87.1595,59.2648,121.47,96.1807,68.0605,107.758,132.31,71.7004,142.424,75.4079,64.9533,41.6941,76.0748,105.28,85.2571,73.3458
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_caecimuris,0.0,1.08275,0.0,10.2975,39.5104,2.58064,2.30155,35.3631,4.99213,34.2427,4.11967,2.19659,0.0,3.14142,9.15744,2.55957,0.912681
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_sartorii,0.740695,0.961736,0.0,17.0631,9.26736,7.33652,2.95412,19.3684,12.428,11.6483,3.6293,0.0,0.718011,6.41491,3.98221,6.96352,2.4166
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,6.18859,0.0,0.0,1.12234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Helicobacter.s__Helicobacter_typhlonius,27.4258,47.6363,30.998,31.8865,7.04217,17.1375,51.3868,22.1519,14.7876,40.0437,35.4929,29.0182,12.7211,24.8604,48.7574,21.5022,27.5674
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis,0.0,0.0,0.438327,7.33516,1.02544,1.37446,2.35913,3.12058,2.36183,1.78243,0.841587,0.0,3.11147,1.021,0.0,1.2963,0.0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|unclassified,3.63382,1.53143,1.00957,0.0,4.27578,0.0,0.706958,4.21274,0.587308,1.14509,0.0,0.799833,1.13522,2.59892,0.49313,2.20092,0.0
PWY-6151: S-adenosyl-L-methionine cycle I,221.169,150.979,108.023,188.708,87.634,75.0229,160.196,151.056,198.11,160.662,149.992,134.546,134.828,173.749,235.858,148.204,155.596
PWY-6151: S-adenosyl-L-methionine cycle I|g__Acetatifactor.s__Acetatifactor_muris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659941,0.0,0.0,0.0,0.667235,1.15189,0.0,0.0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Acutalibacter.s__Acutalibacter_muris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525267,0.0,0.0,0.0,0.0,0.0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012,1.07844,0.0,1.10726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_uniformis,0.0,0.741408,0.0,0.0,0.826181,0.0,4.6371,0.0,10.5496,1.54033,0.515081,0.0,1.18355,1.85976,0.533928,0.0,2.31806
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,0.0,0.365291,0.0,0.0,0.422224,0.0,3.27424,0.0,6.81023,1.24432,0.326576,0.0,0.787011,0.812791,0.173833,0.0,1.16114
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum,1.92842,1.12847,0.0,0.0,0.51344,1.62662,0.370676,3.1367,2.76975,0.877451,1.88486,0.769854,2.64296,0.0,0.0,0.81225,1.18334
PWY-6151: S-adenosyl-L-methionine cycle I|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,12.9462,0.0,0.0,1.89513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Helicobacter.s__Helicobacter_apodemus,0.0,0.0,0.0,11.6888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.688255
PWY-6151: S-adenosyl-L-methionine cycle I|g__Helicobacter.s__Helicobacter_hepaticus,0.0,0.0,0.0,2.60236,0.812056,0.0,0.0,1.00655,0.430842,0.227413,0.933429,0.208647,0.63493,3.27296,10.3105,0.0,1.44813
PWY-6151: S-adenosyl-L-methionine cycle I|g__Helicobacter.s__Helicobacter_typhlonius,27.6693,44.6341,30.102,26.8426,6.67866,14.7984,47.7675,21.9045,13.3063,35.1572,34.1408,25.6901,11.8091,21.7732,46.972,19.0135,29.6354
PWY-6151: S-adenosyl-L-methionine cycle I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2,0.0,0.984078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32175,0.0,4.69885,0.0,0.0,0.0,0.666649
PWY-6151: S-adenosyl-L-methionine cycle I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4,3.64851,0.916044,2.5151,0.0,0.0,0.0,2.21376,0.0,0.31365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1,0.0,0.0,0.525125,0.0,0.0,0.457707,0.0,0.0,1.40895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Lactobacillus.s__Lactobacillus_johnsonii,4.08751,2.41528,0.9505,0.0,0.431852,0.0,1.03527,0.896845,2.39028,0.279252,0.60624,0.876342,0.879707,1.38069,0.0,0.0,0.574302
PWY-6151: S-adenosyl-L-methionine cycle I|g__Lactobacillus.s__Lactobacillus_murinus,0.825229,1.45806,0.264701,0.0,1.77257,0.0,0.0,1.02044,0.456473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.614249
PWY-6151: S-adenosyl-L-methionine cycle I|g__Lactobacillus.s__Lactobacillus_reuteri,1.98009,1.14544,0.720418,0.0,0.0,0.0,0.432054,1.06602,0.579743,0.600954,0.0,0.4535,0.0,0.509221,0.0,0.0,0.0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,17.8075,11.5206,9.25494,0.0,0.0,0.0,10.3862,0.0,11.7184,0.0,5.11112,5.50406,5.27636,0.0,0.0,0.0,11.5891
PWY-6151: S-adenosyl-L-methionine cycle I|g__Muribaculum.s__Muribaculum_intestinale,3.6386,7.69736,2.02791,6.86525,2.24881,0.0,7.81932,1.53691,20.4882,0.749535,23.7592,2.65546,21.5443,5.26524,2.0851,0.0,11.0125
PWY-6151: S-adenosyl-L-methionine cycle I|g__Oscillibacter.s__Oscillibacter_sp_1_3,0.485678,0.0,0.448911,0.915332,0.0,0.0,0.0,0.685641,0.0,0.0,0.0,0.0,0.0,1.28285,2.44224,0.0,0.0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Prevotella.s__Prevotella_sp_MGM1,5.38956,2.84303,0.93982,5.44473,2.97514,0.0,3.62091,0.0,14.5063,0.499754,9.01845,8.28879,5.9076,4.3485,2.44684,5.58801,7.3309
PWY-6151: S-adenosyl-L-methionine cycle I|g__Romboutsia.s__Romboutsia_ilealis,0.0,0.0,0.0,0.0,0.0,1.01233,0.0,1.25423,0.0,0.976525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6151: S-adenosyl-L-methionine cycle I|unclassified,124.451,55.0328,40.6667,96.3233,35.4105,30.3098,49.0068,84.4745,66.5523,83.2811,54.5284,69.9686,63.6022,109.252,139.205,100.331,68.8012
PWY-6163: chorismate biosynthesis from 3-dehydroquinate,210.699,157.136,114.831,186.906,124.609,98.2551,164.483,186.89,216.442,195.402,183.237,168.837,141.33,194.671,204.544,145.045,168.155
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012,0.716673,0.0,0.90976,0.0,0.0,0.0,0.405275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_caecimuris,0.0,1.60448,1.29848,9.60874,39.9205,3.81142,2.40913,33.9316,6.19784,34.0089,3.28964,2.59485,0.0,3.82634,9.71781,4.19638,2.00804
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_sartorii,1.10724,0.659706,0.0,15.9956,8.49146,7.11817,3.29509,16.5151,10.816,10.5204,3.73095,0.0,0.0,6.95278,3.97308,7.68509,3.39975
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Clostridium.s__Clostridium_sp_ASF502,0.0,0.0,0.0,0.0,0.0,0.592513,0.0,0.0,0.0,0.415013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,8.11863,0.0,0.0,1.41425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Helicobacter.s__Helicobacter_apodemus,0.0,0.0,0.0,11.7068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Helicobacter.s__Helicobacter_hepaticus,0.0,0.0,0.0,2.35071,0.0,0.0,0.0,1.46585,0.0,0.0,0.527396,0.0,0.0,3.05938,11.3093,0.0,1.44334
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Helicobacter.s__Helicobacter_typhlonius,23.0912,37.9614,28.1092,0.0,0.0,13.175,40.5383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2799,0.0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4,0.0,0.457703,0.0,0.0,0.0,1.51895,1.77742,0.864715,0.0,2.16092,0.0,0.797114,0.0,0.0,0.79791,0.0,0.0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2,0.0,0.995618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19453,0.0,3.41259,0.0,0.0,0.0,0.771122
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1,0.0,0.0,0.926284,0.0,0.0,0.0,0.0,0.0,1.40467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lactobacillus.s__Lactobacillus_reuteri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722737,0.0,0.0,0.0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Mucispirillum.s__Mucispirillum_schaedleri,0.0,0.0,2.28847,0.0,0.0,0.0,1.90249,0.0,0.0,1.0516,0.0,2.32976,0.0,0.0,2.98701,0.0,1.2946
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,22.5746,14.8048,10.4915,0.0,0.0,0.0,9.90392,0.0,12.2899,0.0,6.07185,5.00213,4.19187,0.0,0.0,0.0,12.9212
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Parabacteroides.s__Parabacteroides_distasonis,0.911813,0.925666,0.0,9.53983,0.710101,1.15016,3.4464,5.05359,5.30586,2.46346,1.12245,0.0,3.19423,1.52463,0.942416,2.46259,2.25355
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Romboutsia.s__Romboutsia_ilealis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984067,0.0,1.09214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified,145.696,81.1469,58.3378,79.494,35.2944,51.385,71.479,73.0117,104.265,87.3346,94.1314,105.382,75.153,119.582,100.907,92.442,91.72
PWY-6168: flavin biosynthesis III (fungi),117.116,113.466,88.2869,147.773,101.323,59.5999,131.712,143.523,111.91,148.995,116.94,120.504,78.5371,111.925,142.585,100.0,112.229
PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_caecimuris,0.0,1.47456,1.00506,10.4125,36.4947,4.5009,2.14212,29.255,6.68797,33.6838,3.30857,2.28017,1.3443,4.73315,9.94086,3.98277,1.28682
PWY-6168: flavin biosynthesis III (fungi)|g__Bacteroides.s__Bacteroides_sartorii,0.783608,0.0,0.0,18.3772,9.13135,7.56132,3.28071,15.8937,11.4399,11.4148,3.75429,0.0,0.0,5.08629,3.82752,6.8179,3.96536
PWY-6168: flavin biosynthesis III (fungi)|g__Helicobacter.s__Helicobacter_hepaticus,0.0,0.0,0.0,2.57403,0.0,0.0,0.0,0.808894,0.0,0.0,0.0,0.0,0.0,2.56803,9.15966,0.0,1.48259
PWY-6168: flavin biosynthesis III (fungi)|g__Helicobacter.s__Helicobacter_typhlonius,20.8705,41.0661,26.2934,0.0,5.03815,11.6492,41.4623,0.0,9.15409,0.0,0.0,0.0,0.0,0.0,0.0,16.9284,18.2601
PWY-6168: flavin biosynthesis III (fungi)|g__Lactobacillus.s__Lactobacillus_reuteri,1.43901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6168: flavin biosynthesis III (fungi)|g__Parabacteroides.s__Parabacteroides_distasonis,0.905629,1.12741,0.0,9.11781,0.89169,0.814582,2.7356,5.44955,6.69524,2.29402,2.1807,0.659291,2.27129,1.79084,0.0,2.02457,2.22123
PWY-6168: flavin biosynthesis III (fungi)|unclassified,50.962,15.5204,30.8163,26.8304,13.9118,12.7208,26.7168,16.7321,18.8695,34.1901,22.2022,44.336,28.239,33.7982,19.5557,40.1873,25.7528
PWY-621: sucrose degradation III (sucrose invertase),3.39163,0.436205,2.03577,1.65228,13.7101,1.9862,0.666381,5.91726,0.854325,6.4581,0.0,0.970385,0.892225,2.66906,5.84938,4.60091,0.0
PWY-621: sucrose degradation III (sucrose invertase)|g__Acetatifactor.s__Acetatifactor_muris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666363,0.0,0.0,0.0,0.493016,1.26169,0.0,0.0
PWY-621: sucrose degradation III (sucrose invertase)|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,8.39172,0.0,0.0,1.14545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-621: sucrose degradation III (sucrose invertase)|unclassified,3.37963,0.433488,1.60452,1.64576,3.69615,1.97546,0.663093,4.40485,0.842693,5.2079,0.0,0.96997,0.888034,1.95808,3.84986,4.58953,0.0
PWY-622: starch biosynthesis,0.0,0.0,0.0,0.0,3.37279,0.0,0.0,5.54586,0.0,1.23092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-622: starch biosynthesis|unclassified,0.0,0.0,0.0,0.0,2.3791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6263: superpathway of menaquinol-8 biosynthesis II,25.8265,22.1091,17.1992,7.60816,0.0,0.0,13.219,12.9137,14.5398,16.6259,6.17614,21.6616,8.58954,18.1063,19.997,13.0196,11.2506
PWY-6263: superpathway of menaquinol-8 biosynthesis II|unclassified,3.08832,2.02351,0.0,0.0,0.0,0.0,2.75793,1.33951,1.9004,6.1133,2.11215,5.97462,4.38406,0.0,0.0,0.0,0.0
PWY-6270: isoprene biosynthesis I,7.36665,6.35433,2.27862,5.3382,4.16132,6.04473,1.51533,21.7675,14.1144,5.60367,7.16091,5.82281,12.8522,4.47825,3.26923,7.81884,3.48108
PWY-6270: isoprene biosynthesis I|unclassified,0.0,0.0,0.0,2.6194,0.0,0.0,0.0,3.68127,0.0,2.51219,0.0,0.0,1.8172,1.24882,3.14933,3.17512,0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis,272.34,231.325,179.401,378.902,231.438,189.367,255.442,339.704,308.102,336.719,275.074,270.583,239.043,334.19,372.528,271.369,255.641
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Acetatifactor.s__Acetatifactor_muris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482806,0.0,0.0,0.0,0.530898,2.2445,0.0,0.29357
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Alistipes.s__Alistipes_indistinctus,0.0,0.0,0.0,1.35552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Alistipes.s__Alistipes_timonensis,0.0,0.0,0.0,1.38699,7.92563,3.22116,0.0,3.64267,1.50667,6.08586,4.47166,4.89664,1.52111,1.87589,1.63458,5.76284,2.06548
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012,0.590643,0.0,0.662733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bacteroides.s__Bacteroides_caecimuris,0.0,1.95424,1.32708,12.1316,37.8788,9.75096,4.90273,27.564,6.47174,34.5957,2.84037,3.42766,1.52376,5.59048,9.65817,8.85628,3.72553
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bacteroides.s__Bacteroides_sartorii,0.479382,0.565797,0.0,13.4566,7.48604,5.81405,2.6119,12.7861,9.70453,8.40052,2.34472,0.0,0.703941,5.16945,3.53058,5.75811,3.12972
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,0.0,0.336266,0.0,0.0,0.360502,0.0,3.3847,0.0,8.2432,1.12801,0.0,0.0,1.11423,0.981111,0.433233,0.0,1.5056
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,0.0,0.27177,0.0,0.0,0.327438,0.0,2.43066,0.0,6.71826,1.1068,0.0,0.0,0.899928,0.860039,0.266785,0.0,1.37799
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum,1.40555,0.661093,0.305826,0.0,0.445505,1.10701,0.0,3.33101,2.44179,0.35038,1.70972,0.80156,2.44215,0.0,0.0,0.675988,0.529656
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Clostridium.s__Clostridium_sp_ASF502,0.440888,0.353511,0.0,0.0,0.0,0.625415,0.0,0.697672,0.0,1.12447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Dorea.s__Dorea_sp_5_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00803,0.0,0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,16.9048,0.0,0.0,0.683988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Faecalibaculum.s__Faecalibaculum_rodentium,0.0,0.0,0.0,0.0,0.0,0.0,0.346843,0.0,1.21997,0.643562,0.842999,0.0,0.0,0.709832,0.0,0.822789,0.363441
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500,2.36549,1.07686,1.21184,0.800372,0.0,1.47365,1.72967,1.2336,1.08624,1.7685,0.0,2.20821,0.658525,7.25133,6.78712,2.81644,1.08337
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Helicobacter.s__Helicobacter_apodemus,0.0,0.0,0.0,12.6005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus,0.0,0.0,0.0,2.82103,0.942422,0.0,0.0,1.26458,0.763485,0.391944,0.557869,0.0,0.730303,3.41819,10.3608,0.0,1.33605
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius,31.4423,51.0005,38.215,33.6302,8.0158,16.453,56.4711,28.2335,16.0696,47.1185,38.5087,33.8296,15.2925,27.7134,56.3616,20.5926,31.3004
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1,0.0,0.0,0.0,3.31236,0.0,0.0,0.0,0.52413,0.0,0.864115,0.0,1.44928,2.09553,2.19338,6.10269,2.76397,1.41071
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4,0.0,0.695117,0.0,0.0,0.0,1.04536,1.75859,1.12735,0.0,1.94033,1.06625,0.689581,0.0,0.0,1.17311,0.0,0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_3_2,0.429211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2,0.0,1.15486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27247,0.0,5.83522,0.0,0.0,0.0,1.27186
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4,3.56943,0.481284,3.5182,0.0,0.0,0.0,1.52616,0.0,0.80478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.818643
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1,0.0,0.0,1.31359,0.0,0.0,0.701479,0.0,0.0,1.81574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lactobacillus.s__Lactobacillus_murinus,1.36006,1.40813,0.280428,0.0,1.84844,0.0,0.59613,1.3349,0.74709,0.71747,0.420118,0.0,0.0,0.0,0.0,0.0,0.459297
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri,2.42293,1.94824,1.33206,0.0,0.0,0.0,1.11977,1.48529,0.359443,0.480608,0.0,0.59202,0.0,0.550597,0.0,0.0,0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri,0.906225,1.92569,5.36725,3.43891,1.312,2.17496,3.16767,0.529952,2.05782,2.7974,5.34063,7.6299,0.0,13.2529,8.34694,3.71137,2.66402
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720,18.0304,11.4591,8.55351,0.0,0.0,0.0,8.73027,0.0,10.7229,0.0,5.40736,4.63901,3.96132,0.0,0.0,0.0,11.1918
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Muribaculum.s__Muribaculum_intestinale,2.13642,5.8336,1.26582,6.29017,2.35052,0.0,6.43643,1.45922,15.1079,0.977611,18.6261,2.52844,18.0504,3.76162,1.72422,0.659902,8.32207
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Oscillibacter.s__Oscillibacter_sp_1_3,1.85847,0.731026,1.21276,0.0,0.0,0.0,0.0,0.806188,0.0,1.48489,0.0,0.0,0.0,2.00791,3.48174,1.64225,0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis,1.22105,1.57359,0.374087,10.0764,1.00941,0.886988,3.39185,4.79971,5.71376,2.67255,1.44704,1.08026,3.39957,1.57869,0.715354,2.6934,2.57551
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Prevotella.s__Prevotella_sp_MGM2,1.01964,2.97269,0.835136,2.41862,8.0108,6.21685,9.43075,21.4949,36.3562,3.60849,14.0992,13.2124,18.4719,12.7459,1.7346,1.03599,6.44668
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Romboutsia.s__Romboutsia_ilealis,0.0,0.0,0.0,0.680081,0.0,0.729174,0.0,1.39001,0.357463,1.19763,0.0,0.0,0.0,0.0,0.365512,0.0,0.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified,213.583,105.685,96.8766,215.954,121.773,115.725,100.159,204.114,159.557,168.035,143.73,184.724,139.295,242.876,251.2,212.886,141.894
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),1.14119,0.0,0.747033,24.6026,69.0754,9.83472,2.59686,23.7096,0.0,11.2004,2.46293,4.51154,0.9933,7.69585,8.37166,8.29767,3.32858
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Escherichia.s__Escherichia_coli,0.0,0.0,0.0,0.0,8.914,0.0,0.0,1.2232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
