Sample_ID	Control_327	Control_328	Control_330	DSS_334	DSS_339	DSS_treatedp	D_Control	D_DSS	D_RCE	D_RCE+DSS	RCE_318	RCE_319	RCE_322	RCE_plus_DSS_301	RCE_plus_DSS_305	RCE_plus_DSS_313	Start
PWY-5097: L-lysine biosynthesis VI|g__Parabacteroides.s__Parabacteroides_merdae	0	0.731671	0	0	0.460001	0.818913	1.13683	2.83591	1.77884	2.88911	1.13092	0.30946	0	2.37664	0	1.42147	0.580507
PWY-5097: L-lysine biosynthesis VI|unclassified	76.1121	34.0228	31.2972	66.5938	23.1312	30.2662	49.1823	37.031	54.3451	54.8967	31.7415	40.3798	38.0561	61.7343	50.5251	66.7825	33.6028
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	5.68664	1.12226	0	0	2.63179	1.10572	1.04046	0.839188	1.16892	0.990939	5.34174	20.057	0	3.82481
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_reuteri	4.00251	2.69426	1.38044	0	0.853485	0	1.52497	1.86226	0	0.67048	0.730186	1.18535	0.837111	1.98265	0.555871	0.502584	0.359581
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	71.6821	41.3885	47.1809	64.0079	17.3179	31.0161	53.3278	41.4938	24.7649	50.1999	39.8845	71.8061	48.4815	74.5642	76.981	56.9686	39.9281
PWY-5101: L-isoleucine biosynthesis II|unclassified	0.870433	1.15036	0.803744	3.08366	1.31314	1.7088	2.06144	2.01289	3.24448	2.41823	1.65904	0	3.41377	1.73165	0.832416	2.2098	2.82411
PWY-5103: L-isoleucine biosynthesis III|g__Escherichia.s__Escherichia_coli	0	0	0	0.543581	1.94204	0	0	0.836583	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Helicobacter.s__Helicobacter_hepaticus	0.300802	0.227936	0.259727	6.37511	0.849844	0	0	4.04174	0.129286	0.61578	1.9007	0.867725	0	5.52971	25.013	0.212231	3.76493
PWY-5103: L-isoleucine biosynthesis III|unclassified	70.4051	69.3778	57.5006	141.895	49.9757	60.5662	77.0392	79.3268	42.6107	93.5278	50.2386	69.1393	48.4248	107.297	107.576	105.408	62.9672
PWY-5104: L-isoleucine biosynthesis IV|g__Helicobacter.s__Helicobacter_hepaticus	0.301406	0.228258	0.259897	6.72578	0.89266	0	0	4.22764	0.129655	0.616979	1.9165	0.870315	0	5.76292	27.7238	0.213357	3.85615
PWY-5104: L-isoleucine biosynthesis IV|unclassified	63.6396	66.7006	53.5918	101.318	24.8509	47.8529	72.507	67.4967	36.084	84.9194	47.1782	61.9434	39.9458	86.7513	96.0289	81.8574	56.4117
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|unclassified	0	2.71872	0	0	0	2.84514	0	0	0	2.18383	0	0	0	0	0	0	0
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|g__Escherichia.s__Escherichia_coli	0	0	0	0.254864	3.17975	0	0	0.464051	0	0.0678753	0	0	0	0	0	0	0
"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Escherichia.s__Escherichia_coli"	0	0	0	0.329014	3.5546	0	0	0.409794	0	0.0801888	0	0	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Escherichia.s__Escherichia_coli	0	0	0	0.430811	7.51199	0	0	1.68877	0	0.120711	0	0	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	0	0	0	0	2.10057	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0.0882029	4.53613	0	0	0.120291	0	0	0	0	0	0	0	0	0
PWY-5177: glutaryl-CoA degradation|unclassified	6.21616	1.64541	3.21856	1.13903	0	0	2.22945	0.621088	0	1.14328	1.11218	2.93776	0	3.05775	3.10978	1.58122	2.51092
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Escherichia.s__Escherichia_coli	0	0	0	0.625397	7.65952	0	0	2.04674	0	0.213164	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	3.61159	0.726815	0	0	1.88269	0	0.331333	0.30764	0.585272	0.717167	4.56365	14.6636	0	2.07512
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.168756	0	0	0.444481	0	0.966638	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Mucispirillum.s__Mucispirillum_schaedleri	2.40868	3.01346	8.36737	5.38415	1.67821	3.77439	5.11692	1.46261	3.10319	4.39476	10.9011	12.4956	2.15962	18.5772	13.5128	7.49841	5.23093
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	1.26803	2.21404	3.67026	0	0	0.820762	0	0	0	0	1.91214	5.19037	9.67569	7.96229	4.97078	4.20088	5.03688
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Escherichia.s__Escherichia_coli	0	0	0	0.619695	8.66882	0	0	2.50314	0	0.769817	0	0	0	0	0	0	0
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	3.08285	0.598229	0	0	1.32713	0	0.238261	0.343699	0.377026	0	3.60862	12.8199	0	1.61175
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|unclassified	0	0	0	0	0	0	0	0	0	0	1.30667	0	0	0	0	0	0
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|g__Escherichia.s__Escherichia_coli	0	0	0	0	0.176137	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|unclassified	3.88288	2.96116	4.12796	12.6688	7.01423	7.71972	5.97757	9.15545	12.8451	14.24	6.54944	20.4733	5.80044	10.7404	6.28215	14.9335	10.9143
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Escherichia.s__Escherichia_coli	0	0	0	0.448465	4.32979	0	0	1.0391	0	0.055498	0	0	0	0	0	0	0
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Escherichia.s__Escherichia_coli	0	0	0	0.698684	7.11379	0	0	1.76646	0	0.175663	0	0	0	0	0	0	0
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified	30.6782	48.1796	36.7559	64.1869	21.6014	28.953	21.0935	35.1381	27.9309	54.0886	16.0291	29.2297	21.0798	24.7753	20.375	30.0575	21.4467
PWY-5505: L-glutamate and L-glutamine biosynthesis|unclassified	0	0	0	2.87579	1.31976	0	0	1.51994	2.74047	1.71797	0	0	0	0	0	3.54476	2.56312
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation|g__Escherichia.s__Escherichia_coli	0	0	0	0.44157	5.46776	0	0	0.853625	0	0.126992	0	0	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	3.57022	17.6139	0	0	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	2.47524	0	14.351	46.6924	4.13795	5.9611	43.3376	5.38072	27.9087	0	3.43319	0	4.89237	14.1056	3.68077	2.67778
PWY-5659: GDP-mannose biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0.325098	5.88948	0	0	1.61167	0	0	0	0	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis|unclassified	1.21834	0.69918	2.18544	9.64545	3.02728	6.15038	3.08854	7.99485	5.55607	8.70696	7.43099	1.85607	0	5.20503	1.23261	14.0609	3.44257
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0.451035	0	0	0	0.268464	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	4.83683	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	0	0.782921	0	0.439551	1.34646	0.279052	9.13871	0	17.1352	3.11291	0.725802	0	1.34037	2.76202	0.851624	0.385091	5.45432
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	1.02304	0	9.84404	41.5751	2.13534	2.33696	41.3427	2.56945	12.0477	0	2.20021	0	3.59698	10.3283	2.79375	2.28812
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Clostridium.s__Clostridium_sp_ASF502	0.519127	0	0	0	0	0	0	0	0	1.00908	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Dorea.s__Dorea_sp_5_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.563152	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0.818658	10.5195	0	0	2.7658	0	0.496261	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	2.95898	0	0	0	1.65247	0.716788	0.245548	0.800062	0.610065	0	4.19458	13.335	0	2.36139
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	1.76211	1.95436	1.3788	0	0	0	0.832259	1.63134	0.576837	0.618904	0	0.554113	0.388511	0.929933	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Mucispirillum.s__Mucispirillum_schaedleri	2.81986	4.61725	12.2102	3.23445	1.53077	5.04233	9.46101	0.4726	5.54187	7.82141	12.843	17.633	2.69761	25.7812	17.6849	9.28423	6.17786
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Parabacteroides.s__Parabacteroides_merdae	0	0.507209	0	1.0108	1.00962	0.822093	2.02104	5.04051	2.93078	4.73357	2.36658	0.4619	3.08386	3.75009	0.347141	2.40757	0.723803
PWY-5667: CDP-diacylglycerol biosynthesis I|unclassified	38.6809	2.68762	12.0958	40.7556	11.1085	18.5492	16.3781	33.8058	22.9233	38.8747	11.6485	11.5912	21.2798	26.3458	31.8034	26.1177	12.2904
PWY-5676: acetyl-CoA fermentation to butanoate II|unclassified	11.569	0	0	0	0	0	5.09838	0	3.54377	0	0	0	0	9.08007	4.71261	0	0
PWY-5686: UMP biosynthesis|g__Alistipes.s__Alistipes_indistinctus	0	0	0	2.46692	0	0	0	0.477624	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	0.768876	0.603238	0.58352	0	0	0	0.774833	0	0	0	0	0	0	0	0	0	0.44517
PWY-5686: UMP biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0.169562	1.06895	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0	0.434973	0	0	0.413824	0	2.3734	0	6.33811	1.08149	0	0	0	0.870133	0	0	2.86135
PWY-5686: UMP biosynthesis|g__Clostridium.s__Clostridium_sp_ASF502	0.36002	0	0	0	0	0	0	0	0	0.841585	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis|g__Dorea.s__Dorea_sp_5_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.481921	0	0
PWY-5686: UMP biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0.625616	8.21407	0	0	1.45084	0	0.329153	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	4.65699	0.807137	0	0	2.63922	0.411491	0.955324	1.00621	0	1.41002	5.21404	15.5028	0	2.86759
PWY-5686: UMP biosynthesis|g__Lactobacillus.s__Lactobacillus_murinus	0.666973	1.40252	0.235763	0.276631	2.17212	0	0.464264	1.02921	0.483741	1.02534	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	2.00486	2.59676	1.90102	0	0.442129	0	0.714592	2.41876	0.349326	0.24201	0	0.701019	0	0.486881	0.216612	0	0
PWY-5686: UMP biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	2.73204	3.71921	11.3469	6.13347	1.62014	5.44449	6.90835	0.65065	4.42063	5.17167	11.1581	17.372	2.95935	22.9597	13.9084	7.40777	6.25417
PWY-5686: UMP biosynthesis|g__Oscillibacter.s__Oscillibacter_sp_1_3	1.35384	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14848	0	0
PWY-5686: UMP biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae	0	0.596535	0	0	1.034	0.735057	1.36894	3.26367	2.7006	3.53782	1.91877	0.802182	2.96207	2.38748	0	2.37659	0.691972
PWY-5686: UMP biosynthesis|unclassified	52.6739	18.1339	45.1534	49.763	44.7743	38.9583	44.9107	69.0097	31.3875	91.1323	52.3614	60.8807	44.628	54.6435	57.7814	45.2426	30.1342
PWY-5690: TCA cycle II (plants and fungi)|g__Escherichia.s__Escherichia_coli	0	0	0	1.55591	13.2128	0	0	2.17099	0	0.410394	0	0	0	0	0	0	0
PWY-5690: TCA cycle II (plants and fungi)|unclassified	1.92273	1.94744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Alistipes.s__Alistipes_indistinctus	0	0	0	2.0017	0	0	0	0.605699	0	0	0	0	0	0	0	0	0
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.903911	0.312091	0	13.2672	6.84934	5.77684	2.19437	16.6549	8.59538	9.49778	3.13827	0	1.23077	5.57077	2.73733	7.35297	4.25613
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_xylanisolvens	0	3.75413	0	15.9084	47.4271	6.16289	7.06627	49.154	8.84536	43.8932	0	4.7949	0	7.425	17.186	7.57305	5.66643
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Escherichia.s__Escherichia_coli	0	0	0	1.38633	15.0857	0	0	2.88063	0	0.969839	0	0	0	0	0	0	0
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|unclassified	15.1381	36.0921	16.419	57.8086	31.9	52.0423	39.5676	41.0115	43.2064	63.6697	44.7381	56.4615	28.4786	46.3155	29.493	60.7194	37.8084
PWY-5705: allantoin degradation to glyoxylate III|g__Escherichia.s__Escherichia_coli	0	0	0	0	3.25869	0	0	0.446792	0	0	0	0	0	0	0	0	0
"PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)|g__Escherichia.s__Escherichia_coli"	0	0	0	0	7.03827	0	0	0.877445	0	0.110667	0	0	0	0	0	0	0
"PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I|g__Escherichia.s__Escherichia_coli"	0	0	0	0	7.03827	0	0	0.877445	0	0.110667	0	0	0	0	0	0	0
PWY-5838: superpathway of menaquinol-8 biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0	8.36291	0	0	1.506	0	0.177918	0	0	0	0	0	0	0
PWY-5840: superpathway of menaquinol-7 biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	7.97611	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5845: superpathway of menaquinol-9 biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	7.97611	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5850: superpathway of menaquinol-6 biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0	7.97611	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	0	0	0	0.623468	11.1399	0	0	1.77095	0	0	0	0	0	0	0	0	0
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	0	0	0	0.623468	11.1399	0	0	1.77095	0	0	0	0	0	0	0	0	0
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	0	0	0	0.623468	11.1399	0	0	1.77095	0	0	0	0	0	0	0	0	0
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0	7.12714	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	7.59817	0	0	1.34803	0	0.167869	0	0	0	0	0	0	0
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	7.12714	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5863: superpathway of phylloquinol biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	6.30262	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5896: superpathway of menaquinol-10 biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	7.97611	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5897: superpathway of menaquinol-11 biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	8.34401	0	0	1.46925	0	0.174897	0	0	0	0	0	0	0
PWY-5898: superpathway of menaquinol-12 biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	8.34401	0	0	1.46925	0	0.174897	0	0	0	0	0	0	0
PWY-5899: superpathway of menaquinol-13 biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	8.34401	0	0	1.46925	0	0.174897	0	0	0	0	0	0	0
PWY-5913: TCA cycle VI (obligate autotrophs)|g__Escherichia.s__Escherichia_coli	0	0	0	0.194408	4.60789	0	0	0.799248	0	0.102298	0	0	0	0	0	0	0
PWY-5913: TCA cycle VI (obligate autotrophs)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76174	2.49954	0
PWY-5941: glycogen degradation II (eukaryotic)|unclassified	4.89451	3.89855	4.90339	5.37272	1.08328	1.02534	2.44743	2.99853	7.81976	0	6.6275	4.99654	5.64473	4.25982	8.19649	5.82251	5.92421
PWY-5973: cis-vaccenate biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	3.3708	0.672823	0	0	1.92048	0.601181	0.508392	1.21962	0	0.447375	5.54191	16.2442	0	1.97739
PWY-5973: cis-vaccenate biosynthesis|unclassified	41.2827	65.7605	35.5945	128.335	44.5071	35.0614	61.6202	64.4724	102.328	59.1336	83.2731	70.2922	87.5495	61.4731	58.8458	74.9072	77.072
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Escherichia.s__Escherichia_coli	0	0	0	0	4.75456	0	0	1.18337	0	0	0	0	0	0	0	0	0
PWY-5989: stearate biosynthesis II (bacteria and plants)|unclassified	0	0	0	0	0	0	0	0	0	0	2.23857	0	0	0	0	5.63031	0
PWY-6117: spermine and spermidine degradation I|unclassified	0	0	0	0	0.338876	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	1.00255	0.229162	1.09824	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Clostridium.s__Clostridium_sp_ASF502	0.438323	0	0	0	0	0	0	0	0	1.57496	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Dorea.s__Dorea_sp_5_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19164	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0.294618	6.72702	0	0	1.20715	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	5.06732	1.2689	0	0	2.17799	1.01527	0.838669	0.641013	0.839694	1.09793	5.524	18.2606	0	2.97101
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Lactobacillus.s__Lactobacillus_murinus	1.63258	2.21061	0.247655	0.340439	2.30205	0.184252	0.941492	1.98027	1.18611	1.13762	0.773268	0.247165	0	0	0	0	0.743312
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	3.77475	2.75431	1.91735	0	0.540064	0	1.70161	2.15502	0.56957	0.756453	0.334799	1.05319	0.565886	1.00175	0.329731	0.368253	0.348194
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Mucispirillum.s__Mucispirillum_schaedleri	0	0	0	0	0	0.640809	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Oscillibacter.s__Oscillibacter_sp_1_3	2.98146	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96053	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|unclassified	102.143	72.4716	66.295	167.283	75.9979	76.6577	95.057	122.621	115.622	117.963	94.8776	130.871	112.885	140.893	120.848	146.817	101.938
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	0.859108	0.325673	0.986674	0	0	0	0.619749	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Clostridium.s__Clostridium_sp_ASF502	0.594036	0	0	0	0	0	0	0	0	1.72886	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Dorea.s__Dorea_sp_5_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17643	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0	0	0	0	0	0	0	0.226654	0.215603	0	0	0.102193	0	0.133514	0	0	0.175598
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	0	0.337269	6.77775	0	0	1.05806	0	0.269574	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	5.61839	1.41636	0	0	3.00417	2.18403	0.832893	1.84747	0.914603	1.54785	6.05287	19.2178	0	3.11947
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Lactobacillus.s__Lactobacillus_murinus	2.28405	2.04398	0.620454	0.501626	2.19947	0.250415	1.0425	1.84833	1.09802	1.1363	0.748127	0.382527	0	0	0	0	0.752825
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	3.71005	2.79804	2.13696	0	0.512477	0	2.0465	2.13112	0.532303	0.764808	0.281703	1.05861	0.487311	0.968702	0.300963	0.358804	0.345643
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Mucispirillum.s__Mucispirillum_schaedleri	0.845456	2.48425	6.37736	4.25166	1.4474	2.37573	4.46651	0.821749	2.96573	3.95528	9.4553	11.2379	1.13733	15.9522	11.1101	5.01461	3.78618
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Oscillibacter.s__Oscillibacter_sp_1_3	2.90822	0	0	0	0	0	0	0	0	0	0	0	0	0	4.78566	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|unclassified	177.757	86.0119	86.1751	181.904	80.4274	81.7223	101.826	135.787	123.985	130.08	101.862	147.702	118.294	182.466	153.391	172.54	119.371
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	6.32773	0	31.5095	59.5643	23.8047	13.6096	52.8602	11.2078	50.3768	0	8.16154	0	14.2659	18.5684	27.291	11.369
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0.800946	6.6037	0	0	1.70809	0	0.349908	0	0	0	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	3.41608	2.58625	1.97415	0	0.268233	0	1.14592	1.68266	0.822054	0.529846	0.250414	0.841336	0.346669	0.696287	0.395072	0	0.442733
PWY-6123: inosine-5'-phosphate biosynthesis I|unclassified	31.1051	23.7485	23.347	50.1674	23.6253	21.3867	25.066	29.7141	29.7356	28.224	31.565	33.5323	28.7126	41.3892	31.1243	48.6532	29.5077
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	3.08092	20.0506	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens	0	5.94484	0	29.1035	56.1118	21.8642	12.7177	49.8151	10.0504	45.3346	0	7.50603	0	13.2819	18.0524	25.3146	10.5195
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	0	0.747327	6.29267	0	0	1.57226	0	0.307453	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	3.21715	2.56712	1.8341	0	0.18077	0	1.07644	1.59107	0.630612	0.422771	0.206566	1.17527	0.340758	0.674848	0.422236	0	0.441012
PWY-6124: inosine-5'-phosphate biosynthesis II|unclassified	26.8827	20.9364	20.6174	44.4219	21.0068	18.8207	21.9271	26.1351	26.7664	24.5695	28.0556	29.4501	25.2378	36.4918	26.8716	43.8189	26.3103
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	0	0	7.69553	0	0	1.4989	0	0.305141	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	4.209	0	0	0	1.5722	0	0.401331	0.40375	0.653163	1.12472	5.03795	19.2263	0	3.55566
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	4.49262	2.56495	2.74346	0	0.792807	0	1.66991	2.14595	0.38781	1.30458	0.340613	0	0.469454	1.66987	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|unclassified	38.2639	41.7397	29.8987	106.566	36.7885	42.5862	52.6639	67.7073	50.4008	80.5411	54.7447	51.8829	48.389	64.6379	68.7022	72.4992	47.3598
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	0	0	7.66361	0	0	1.20435	0	0.379204	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	3.64635	0	0	0	1.78229	0	0.50747	0.821879	0.528112	1.02638	4.86699	17.7102	0	3.14627
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	4.36563	3.01248	1.93758	0	0.75378	0	1.58396	2.35688	0.489401	1.3121	0	0	0.535423	1.00666	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified	65.8954	62.3499	42.6398	116.87	45.9801	51.7929	72.3009	87.1041	79.1958	95.6695	75.6314	71.31	72.7738	85.1404	94.0252	95.797	73.6156
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0.678476	12.184	0	0	2.2242	0	0	0	0	0	0	0	0	0
